model_name_list,detail_link,detail_url,rent_yn,list_price_wan,model_name,price_wan,rent_yn_detail,support_money_wan,monthly_rent_wan,remain_months,year_month,mileage_km,fuel_type,transmission,color,displacement_cc,reg_date
현대 엑센트  1.4 VVT 프리미어,/mycar/mycar_view.php?no=2256597&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256597&gubun=K,False,690.0,현대 엑센트  1.4 VVT 프리미어,690.0,False,,,,2013.01,77850.0,가솔린,자동,흰색,1396.0,
현대 엑센트  1.4 VVT 프리미엄,/mycar/mycar_view.php?no=2252628&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252628&gubun=K,False,520.0,현대 엑센트   1.4 VVT 프리미엄,520.0,False,,,,2012.02,66000.0,가솔린,자동,흰색,1396.0,
현대 엑센트  1.4 VVT 모던,/mycar/mycar_view.php?no=2252627&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252627&gubun=K,False,470.0,현대 엑센트   1.4 VVT 모던,470.0,False,,,,2013.10 (14년형),116000.0,가솔린,자동,흰색,1396.0,
현대 엑셀 1.5 5도어 GSD,/mycar/mycar_view.php?no=2242714&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242714&gubun=K,False,1999.0,현대 엑셀  1.5 5도어 GSD,1999.0,False,,,,1992.02,51000.0,가솔린,수동,은색,1468.0,
현대 더 뉴 제네시스 쿠페 2.0 터보 S,/mycar/mycar_view.php?no=2251057&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251057&gubun=K,False,640.0,현대 더 뉴 제네시스 쿠페 2.0 터보 S,640.0,False,,,,2012.02,192481.0,가솔린,자동,흰색,1998.0,
현대 제네시스 쿠페 2.0 터보 D,/mycar/mycar_view.php?no=2255383&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255383&gubun=K,False,350.0,현대 제네시스 쿠페 2.0 터보 D,350.0,False,,,,2010.04,108000.0,가솔린,자동,회색,1998.0,
현대 제네시스 쿠페 3.8 GT R,/mycar/mycar_view.php?no=2255422&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255422&gubun=K,False,800.0,현대 제네시스 쿠페 3.8 GT R,800.0,False,,,,2009.04,135630.0,가솔린,자동,자주색,3778.0,
현대 제네시스 DH G330 AWD 프리미엄,/mycar/mycar_view.php?no=2239818&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2239818&gubun=K,False,699.0,현대 제네시스 DH G330 AWD 프리미엄,699.0,False,,,,2016.01,202903.0,가솔린,자동,회색,3342.0,
현대 제네시스 DH G330 AWD 모던,/mycar/mycar_view.php?no=2255303&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255303&gubun=K,False,790.0,현대 제네시스 DH G330 AWD 모던,790.0,False,,,,2014.02,191384.0,가솔린,자동,검정색,3342.0,
현대 제네시스 DH G330  모던,/mycar/mycar_view.php?no=2253546&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253546&gubun=K,False,1170.0,현대 제네시스 DH G330  모던,1170.0,False,,,,2015.07 (16년형),160964.0,가솔린,자동,흰색,3342.0,
현대 제네시스 DH G330 AWD 모던,/mycar/mycar_view.php?no=2255415&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255415&gubun=K,False,1950.0,현대 제네시스 DH  G330 AWD 모던,1950.0,False,,,,2015.04 (16년형),32547.0,가솔린,자동,진회색,3342.0,
현대 제네시스 DH G330 AWD 프리미엄,/mycar/mycar_view.php?no=2246889&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246889&gubun=K,False,1450.0,현대 제네시스 DH  G330 AWD 프리미엄,1450.0,False,,,,2014.04 (15년형),145000.0,가솔린,자동,은색,3342.0,
현대 제네시스 GP500 프라다,/mycar/mycar_view.php?no=2252225&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252225&gubun=K,False,1190.0,현대 제네시스  GP500 프라다,1190.0,False,,,,2011.06 (12년형),193174.0,가솔린/LPG겸용,자동,검정색,5038.0,
현대 제네시스 BH380 로얄 VIP 팩,/mycar/mycar_view.php?no=2253085&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253085&gubun=K,False,990.0,현대 제네시스  BH380 로얄 VIP 팩,990.0,False,,,,2012.03,154244.0,가솔린,자동,검정색,3778.0,
현대 제네시스 BH380 로얄,/mycar/mycar_view.php?no=2256842&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256842&gubun=K,False,490.0,현대 제네시스  BH380 로얄,490.0,False,,,,2008.06,177167.0,가솔린,자동,진회색 (보라색 랩핑),3778.0,
현대 제네시스 GP500 프라다,/mycar/mycar_view.php?no=2257252&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257252&gubun=K,False,1290.0,현대 제네시스  GP500 프라다,1290.0,False,,,,2012.01,239801.0,가솔린,자동,갈색,5038.0,
현대 제네시스 BH330 럭셔리,/mycar/mycar_view.php?no=2254836&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254836&gubun=K,False,590.0,현대 제네시스  BH330 럭셔리,590.0,False,,,,2012.05,211223.0,가솔린,자동,검정색,3342.0,
현대 제네시스 BH330 그랜드,/mycar/mycar_view.php?no=2222941&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2222941&gubun=K,False,249.0,현대 제네시스 BH330 그랜드,249.0,False,,,,2009.09 (10년형),154000.0,가솔린,자동,검정색,3342.0,
현대 제네시스 BH330 럭셔리,/mycar/mycar_view.php?no=2255664&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255664&gubun=K,False,560.0,현대 제네시스 BH330 럭셔리,560.0,False,,,,2011.07 (12년형),163231.0,가솔린,자동,검정색,3342.0,
현대 제네시스 BH380  로얄,/mycar/mycar_view.php?no=2257372&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257372&gubun=K,False,390.0,현대 제네시스 BH380  로얄,390.0,False,,,,2010.07,183906.0,가솔린,자동,은색,3778.0,
현대 제네시스 BH330 프리미엄 스페셜 다이나믹 에디션,/mycar/mycar_view.php?no=2255684&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255684&gubun=K,False,1290.0,현대 제네시스 BH330 프리미엄 스페셜 다이나믹 에디션,1290.0,False,,,,2013.09 (14년형),66971.0,가솔린,자동,검정색,3342.0,
현대 제네시스 BH380,/mycar/mycar_view.php?no=2249235&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249235&gubun=K,False,870.0,현대 제네시스  BH380  -,870.0,False,,,,2013.06,47000.0,가솔린,자동,검정색,3778.0,
현대 더 뉴 투싼 1.6 터보 2WD 프리미엄,/mycar/mycar_view.php?no=2256140&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256140&gubun=K,False,52.0,현대 더 뉴 투싼 1.6 터보 2WD 프리미엄,52.0,False,,,,2025.02,18300.0,가솔린,자동,녹색,1598.0,
현대 디 올 뉴 투싼 1.6 가솔린 터보 AWD 인스퍼레이션,/mycar/mycar_view.php?no=2255724&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255724&gubun=K,False,2699.0,현대 디 올 뉴 투싼  1.6 가솔린 터보 AWD 인스퍼레이션,2699.0,False,,,,2021.12 (22년형),59445.0,가솔린,자동,갈색,1598.0,
현대 디 올 뉴 투싼 1.6 가솔린 터보 2WD  인스퍼레이션,/mycar/mycar_view.php?no=2234194&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2234194&gubun=K,True,200.0,현대 디 올 뉴 투싼 1.6 가솔린 터보 2WD  인스퍼레이션,200.0,True,200.0,72.0,40 / 60,2022.11 (23년형),21906.0,가솔린 하이브리드,자동,흰색,1598.0,
현대 디 올 뉴 투싼 1.6 가솔린 터보 2WD 인스퍼레이션,/mycar/mycar_view.php?no=2243649&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2243649&gubun=K,False,2900.0,현대 디 올 뉴 투싼  1.6 가솔린 터보 2WD 인스퍼레이션,2900.0,False,,,,2024.01 (23년형),16588.0,가솔린 하이브리드,자동,진회색,1598.0,
현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV  프리미엄,/mycar/mycar_view.php?no=2256990&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256990&gubun=K,False,2500.0,현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV  프리미엄,2500.0,False,,,,2021.05,98830.0,가솔린 하이브리드,자동,흰색,1598.0,
현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV 프리미엄,/mycar/mycar_view.php?no=2254419&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254419&gubun=K,True,200.0,현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV 프리미엄,200.0,True,,74.0,60 / 60,2025.10,20.0,가솔린 하이브리드,자동,흰색,1598.0,
현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV  프리미엄,/mycar/mycar_view.php?no=2251808&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251808&gubun=K,True,0.0,현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV  프리미엄,0.0,True,,57.0,60 / 60,2025.09,50.0,가솔린 하이브리드,자동,흰색,1598.0,
현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV 프리미엄,/mycar/mycar_view.php?no=2256623&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256623&gubun=K,True,1084.0,현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV 프리미엄,1084.0,True,,49.0,48 / 48,2026.01,83.0,가솔린 하이브리드,자동,검정색,1598.0,
현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV  인스퍼레이션,/mycar/mycar_view.php?no=2255528&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255528&gubun=K,True,200.0,현대 디 올 뉴 투싼 하이브리드 1.6 터보 HEV  인스퍼레이션,200.0,True,200.0,853930.0,29 / 48,2024.04,37370.0,가솔린 하이브리드,자동,흰색,1598.0,
현대 올 뉴 투싼 1.7 디젤 2WD  스마트,/mycar/mycar_view.php?no=2257149&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257149&gubun=K,False,1290.0,현대 올 뉴 투싼 1.7 디젤 2WD  스마트,1290.0,False,,,,2017.07 (18년형),66954.0,디젤,자동,회색,1685.0,
현대 뉴 투싼ix 2.0 디젤 2WD 스마트,/mycar/mycar_view.php?no=2257234&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257234&gubun=K,False,810.0,현대 뉴 투싼ix 2.0 디젤 2WD 스마트,810.0,False,,,,2014.09 (15년형),87287.0,디젤,자동,흰색,1995.0,
현대 투싼ix 2.0 디젤 2WD X20 스페셜팩,/mycar/mycar_view.php?no=2247466&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247466&gubun=K,False,620.0,현대 투싼ix 2.0 디젤 2WD X20 스페셜팩,620.0,False,,,,2012.06 (13년형),95766.0,디젤,자동,흰색,1995.0,
현대 투싼ix 2.0 디젤 2WD LX20 스마트팩,/mycar/mycar_view.php?no=2255423&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255423&gubun=K,False,600.0,현대 투싼ix 2.0 디젤 2WD LX20 스마트팩,600.0,False,,,,2012.08 (13년형),120700.0,디젤,자동,흰색,1995.0,
현대 테라칸 2.9 디젤 4WD JX290 최고급형,/mycar/mycar_view.php?no=2247145&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247145&gubun=K,False,380.0,현대 테라칸 2.9 디젤 4WD JX290 최고급형,380.0,False,,,,2005.09,99203.0,디젤,자동,흰색,2902.0,
현대 뉴 투스카니 2.0 GT 기본형,/mycar/mycar_view.php?no=2247855&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247855&gubun=K,False,200.0,현대 뉴 투스카니 2.0 GT 기본형,200.0,False,,,,2006.05,195227.0,가솔린,자동,검정색,1975.0,
현대 투스카니 2.0 GTS 고급형,/mycar/mycar_view.php?no=2255748&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255748&gubun=K,False,990.0,현대 투스카니  2.0 GTS 고급형,990.0,False,,,,2005.00,161672.0,가솔린,수동,은색,1975.0,
현대 투스카니 2.0 GL 기본형,/mycar/mycar_view.php?no=2256909&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256909&gubun=K,False,250.0,현대 투스카니 2.0 GL 기본형,250.0,False,,,,2002.03,200000.0,가솔린,수동,빨간색,1975.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2255274&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255274&gubun=K,False,3599.0,현대 뉴 카운티  캠핑카 -,3599.0,False,,,,2012.08,155308.0,디젤,수동,흰색,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2250290&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2250290&gubun=K,False,6680.0,현대 뉴 카운티  캠핑카 -,6680.0,False,,,,2014.05,75600.0,디젤,자동,진주투톤,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2255135&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255135&gubun=K,False,4980.0,현대 뉴 카운티  캠핑카 -,4980.0,False,,,,2013.02,159921.0,디젤,수동,흰색투톤,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2245767&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2245767&gubun=K,False,4880.0,현대 뉴 카운티  캠핑카 -,4880.0,False,,,,2014.02,138589.0,디젤,수동,흰색,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2246386&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246386&gubun=K,False,5880.0,현대 뉴 카운티  캠핑카 -,5880.0,False,,,,2014.03,92819.0,디젤,수동,흰색투톤,3933.0,
현대 뉴 카운티 장축 25인승 슈퍼,/mycar/mycar_view.php?no=2254708&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254708&gubun=K,False,5299.0,현대 뉴 카운티  장축 25인승 슈퍼,5299.0,False,,,,2016.07,20977.0,디젤,자동,베이지색,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2256732&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256732&gubun=K,False,,현대 뉴 카운티  캠핑카 -,,False,,,,2013.02,141854.0,디젤,수동,흰색투톤,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2252235&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252235&gubun=K,False,7200.0,현대 뉴 카운티  캠핑카 -,7200.0,False,,,,2015.04,21000.0,디젤,자동,흰색,3933.0,
현대 뉴 카운티 캠핑카,/mycar/mycar_view.php?no=2247832&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247832&gubun=K,False,,현대 뉴 카운티  캠핑카 -,,False,,,,2013.12 (14년형),97074.0,디젤,수동,흰색투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2224195&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2224195&gubun=K,False,4650.0,현대 e-카운티 캠핑카,4650.0,False,,,,2010.01,264232.0,디젤,수동,흰색,3933.0,
현대 e-카운티 롱바디 25인승 자가용 슈퍼,/mycar/mycar_view.php?no=2255971&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255971&gubun=K,False,1550.0,현대 e-카운티 롱바디 25인승 자가용 슈퍼,1550.0,False,,,,2010.08,425634.0,디젤,수동,노란색,3933.0,
현대 e-카운티 롱바디 25인승 자가용 슈퍼,/mycar/mycar_view.php?no=2256661&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256661&gubun=K,False,1500.0,현대 e-카운티 롱바디 25인승 자가용 슈퍼,1500.0,False,,,,2011.08,547196.0,디젤,수동,진주색,3933.0,
현대 e-카운티 표준형  25인승 디럭스,/mycar/mycar_view.php?no=2255696&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255696&gubun=K,False,1950.0,현대 e-카운티 표준형  25인승 디럭스,1950.0,False,,,,2012.02,198492.0,디젤,수동,노란색,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2253474&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253474&gubun=K,False,2880.0,현대 e-카운티  캠핑카 -,2880.0,False,,,,2007.06,247541.0,디젤,수동,진주투톤,3907.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2254033&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254033&gubun=K,False,4680.0,현대 e-카운티  캠핑카 -,4680.0,False,,,,2011.08,82680.0,디젤,수동,흰색,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2254462&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254462&gubun=K,False,2980.0,현대 e-카운티  캠핑카 -,2980.0,False,,,,2007.11 (08년형),187936.0,디젤,수동,흰색투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2254906&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254906&gubun=K,False,2880.0,현대 e-카운티  캠핑카 -,2880.0,False,,,,2006.08 (07년형),155164.0,디젤,수동,흰색투톤,3907.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2255442&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255442&gubun=K,False,4880.0,현대 e-카운티  캠핑카 -,4880.0,False,,,,2012.02,230772.0,디젤,수동,흰색투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2255779&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255779&gubun=K,False,3980.0,현대 e-카운티  캠핑카 -,3980.0,False,,,,2011.05,199890.0,디젤,수동,검정색,3933.0,
현대 e-카운티 표준형 25인승 자가용 스탠다드,/mycar/mycar_view.php?no=2257190&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257190&gubun=K,False,1880.0,현대 e-카운티  표준형 25인승 자가용 스탠다드,1880.0,False,,,,2012.02,146827.0,디젤,수동,진주투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2242876&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242876&gubun=K,False,4880.0,현대 e-카운티  캠핑카 -,4880.0,False,,,,2012.05,43562.0,디젤,수동,흰색투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2248420&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248420&gubun=K,False,4580.0,현대 e-카운티  캠핑카 -,4580.0,False,,,,2012.09,167024.0,디젤,수동,진주투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2256074&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256074&gubun=K,False,3200.0,현대 e-카운티 캠핑카,3200.0,False,,,,2010.02,273524.0,디젤,수동,진주투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2256203&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256203&gubun=K,False,,현대 e-카운티  캠핑카 -,,False,,,,2012.05,151847.0,디젤,수동,흰색투톤,3933.0,
현대 e-카운티 캠핑카,/mycar/mycar_view.php?no=2254080&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254080&gubun=K,False,,현대 e-카운티  캠핑카 -,,False,,,,2012.01,212013.0,디젤,수동,흰색투톤,3933.0,
현대 카운티 캠핑카,/mycar/mycar_view.php?no=2226229&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2226229&gubun=K,False,3999.0,현대 카운티 캠핑카,3999.0,False,,,,2003.04,180000.0,디젤,수동,진청색,3907.0,
현대 카운티 캠핑카,/mycar/mycar_view.php?no=2227729&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2227729&gubun=K,False,3100.0,현대 카운티 캠핑카,3100.0,False,,,,2002.05,330000.0,디젤,수동,베이지색,3298.0,
현대 카운티 캠핑카,/mycar/mycar_view.php?no=2249195&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249195&gubun=K,False,3650.0,현대 카운티 캠핑카,3650.0,False,,,,2001.04,180000.0,디젤,수동,하늘색,3298.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승  프레스티지,/mycar/mycar_view.php?no=2249302&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249302&gubun=K,True,100.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승  프레스티지,100.0,True,100.0,78.0,57 / 60,2025.04 (26년형),3855.0,가솔린 하이브리드,자동,흰색,2497.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승 캘리그래피,/mycar/mycar_view.php?no=2249410&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249410&gubun=K,True,100.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승 캘리그래피,100.0,True,100.0,86.0,59 / 60,2025.06 (26년형),940.0,가솔린 하이브리드,자동,청색,2497.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승 캘리그래피,/mycar/mycar_view.php?no=2249699&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249699&gubun=K,True,120.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승 캘리그래피,120.0,True,120.0,86.0,59 / 60,2025.06 (26년형),500.0,가솔린 하이브리드,자동,흰색,2497.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 2WD 9인승  프레스티지,/mycar/mycar_view.php?no=2244854&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2244854&gubun=K,True,150.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 2WD 9인승  프레스티지,150.0,True,150.0,72.0,60 / 60,2025.03,400.0,가솔린,자동,검정색,2497.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 4WD 7인승  캘리그래피,/mycar/mycar_view.php?no=2255723&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255723&gubun=K,True,150.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 4WD 7인승  캘리그래피,150.0,True,150.0,82.0,52 / 60,2025.04 (26년형),4230.0,가솔린,자동,검정색,2497.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 4WD 7인승  캘리그래피,/mycar/mycar_view.php?no=2255715&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255715&gubun=K,True,0.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 4WD 7인승  캘리그래피,0.0,True,,,53 / 60,2025.05 (26년형),2980.0,가솔린,자동,검정색,2497.0,
현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 4WD 7인승  캘리그래피,/mycar/mycar_view.php?no=2255314&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255314&gubun=K,False,6890.0,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 4WD 7인승  캘리그래피,6890.0,False,,,,2025.04 (26년형),16000.0,가솔린,자동,흰색,2497.0,
현대 더 뉴 팰리세이드 3.8 가솔린 2WD 캘리그래피,/mycar/mycar_view.php?no=2255103&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255103&gubun=K,False,4099.0,현대 더 뉴 팰리세이드 3.8 가솔린 2WD 캘리그래피,4099.0,False,,,,2023.04,21429.0,가솔린,자동,흰색,3778.0,
현대 더 뉴 팰리세이드 3.8 가솔린 2WD 캘리그래피 블랙에디션,/mycar/mycar_view.php?no=2256616&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256616&gubun=K,False,4299.0,현대 더 뉴 팰리세이드 3.8 가솔린 2WD 캘리그래피 블랙에디션,4299.0,False,,,,2024.11,27506.0,가솔린,자동,흰색,3778.0,
현대 더 뉴 팰리세이드 3.8 가솔린 2WD 캘리그래피,/mycar/mycar_view.php?no=2257093&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257093&gubun=K,False,3890.0,현대 더 뉴 팰리세이드 3.8 가솔린 2WD 캘리그래피,3890.0,False,,,,2023.05,33718.0,가솔린,자동,흰색,3778.0,
현대 더 뉴 팰리세이드 3.8 가솔린 4WD  프레스티지,/mycar/mycar_view.php?no=2257270&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257270&gubun=K,False,3699.0,현대 더 뉴 팰리세이드 3.8 가솔린 4WD  프레스티지,3699.0,False,,,,2023.02,27530.0,가솔린,자동,흰색,3778.0,
현대 더 뉴 팰리세이드 2.2 디젤 2WD  캘리그래피,/mycar/mycar_view.php?no=2256708&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256708&gubun=K,False,4490.0,현대 더 뉴 팰리세이드 2.2 디젤 2WD  캘리그래피,4490.0,False,,,,2023.05,14291.0,디젤,자동,회색,2199.0,
현대 더 뉴 팰리세이드 2.2 디젤 2WD 프레스티지,/mycar/mycar_view.php?no=2255073&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255073&gubun=K,False,4600.0,현대 더 뉴 팰리세이드  2.2 디젤 2WD 프레스티지,4600.0,False,,,,2023.01,25135.0,디젤,자동,흰색,2199.0,
현대 더 뉴 팰리세이드 3.8 가솔린 2WD 프레스티지,/mycar/mycar_view.php?no=2256387&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256387&gubun=K,False,2650.0,현대 더 뉴 팰리세이드 3.8 가솔린 2WD 프레스티지,2650.0,False,,,,2022.01,77000.0,가솔린,자동,주황색,3778.0,
현대 더 뉴 팰리세이드 3.8 가솔린 2WD  캘리그래피,/mycar/mycar_view.php?no=2255358&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255358&gubun=K,False,3750.0,현대 더 뉴 팰리세이드 3.8 가솔린 2WD  캘리그래피,3750.0,False,,,,2023.01,40900.0,가솔린,자동,녹색,3778.0,
현대 더 뉴 팰리세이드 2.2 디젤 2WD 프레스티지,/mycar/mycar_view.php?no=2243665&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2243665&gubun=K,False,3700.0,현대 더 뉴 팰리세이드  2.2 디젤 2WD 프레스티지,3700.0,False,,,,2023.04,43000.0,디젤,자동,흰색,2199.0,
현대 팰리세이드 3.8 가솔린 2WD 익스클루시브,/mycar/mycar_view.php?no=2256403&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256403&gubun=K,False,1990.0,현대 팰리세이드 3.8 가솔린 2WD 익스클루시브,1990.0,False,,,,2019.01,126981.0,가솔린,자동,청색,3778.0,
현대 팰리세이드 3.8 가솔린 4WD 프레스티지,/mycar/mycar_view.php?no=2257248&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257248&gubun=K,False,2650.0,현대 팰리세이드 3.8 가솔린 4WD 프레스티지,2650.0,False,,,,2019.05,8070.0,가솔린,자동,검정색,3778.0,
현대 팰리세이드 2.2 디젤 2WD 익스클루시브,/mycar/mycar_view.php?no=2254497&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254497&gubun=K,False,2480.0,현대 팰리세이드  2.2 디젤 2WD 익스클루시브,2480.0,False,,,,2019.03,87866.0,디젤,자동,검정색,2199.0,
