용도코드,용도명,차종코드,차종명,규모코드,규모명,연도코드,연도,연식구간코드,연식구간명,지표코드,지표명,값
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0010,합계,M0010,검사대수,874460.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0010,합계,M0011,부적합률,24.53
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0020,4년 이하,M0010,검사대수,86474.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0020,4년 이하,M0011,부적합률,11.46
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0030,5~6년,M0010,검사대수,57362.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0030,5~6년,M0011,부적합률,12.62
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0040,7~8년,M0010,검사대수,135976.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0040,7~8년,M0011,부적합률,13.83
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0050,9~10년,M0010,검사대수,156873.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0050,9~10년,M0011,부적합률,19.04
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0060,11~12년,M0010,검사대수,162856.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0060,11~12년,M0011,부적합률,29.44
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0070,13~14년,M0010,검사대수,144811.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0070,13~14년,M0011,부적합률,34.86
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0080,15년 이상,M0010,검사대수,130108.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0080,15년 이상,M0011,부적합률,38.62
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0002,승용차,0002,경형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0010,합계,M0010,검사대수,51347.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0010,합계,M0011,부적합률,32.7
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0020,4년 이하,M0010,검사대수,353.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0020,4년 이하,M0011,부적합률,17.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0030,5~6년,M0010,검사대수,575.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0030,5~6년,M0011,부적합률,20.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0040,7~8년,M0010,검사대수,1025.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0040,7~8년,M0011,부적합률,22.44
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0050,9~10년,M0010,검사대수,1805.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0050,9~10년,M0011,부적합률,20.06
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0060,11~12년,M0010,검사대수,2735.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0060,11~12년,M0011,부적합률,23.18
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0070,13~14년,M0010,검사대수,6759.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0070,13~14년,M0011,부적합률,31.72
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0080,15년 이상,M0010,검사대수,38095.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0080,15년 이상,M0011,부적합률,34.77
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0002,승용차,0005,소형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0010,합계,M0010,검사대수,4748001.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0010,합계,M0011,부적합률,22.07
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0020,4년 이하,M0010,검사대수,780971.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0020,4년 이하,M0011,부적합률,7.53
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0030,5~6년,M0010,검사대수,382743.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0030,5~6년,M0011,부적합률,10.38
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0040,7~8년,M0010,검사대수,804569.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0040,7~8년,M0011,부적합률,14.16
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0050,9~10년,M0010,검사대수,753129.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0050,9~10년,M0011,부적합률,21.97
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0060,11~12년,M0010,검사대수,652556.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0060,11~12년,M0011,부적합률,30.2
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0070,13~14년,M0010,검사대수,570184.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0070,13~14년,M0011,부적합률,33.52
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0080,15년 이상,M0010,검사대수,803846.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0080,15년 이상,M0011,부적합률,35.03
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0090,기타,M0010,검사대수,3.0
0002,비사업용,0002,승용차,0003,중형,Y2024 2024,,0090,기타,M0011,부적합률,66.67
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0010,합계,M0010,검사대수,2459086.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0010,합계,M0011,부적합률,16.41
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0020,4년 이하,M0010,검사대수,538256.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0020,4년 이하,M0011,부적합률,6.1
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0030,5~6년,M0010,검사대수,215545.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0030,5~6년,M0011,부적합률,7.87
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0040,7~8년,M0010,검사대수,432118.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0040,7~8년,M0011,부적합률,11.42
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0050,9~10년,M0010,검사대수,364876.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0050,9~10년,M0011,부적합률,16.76
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0060,11~12년,M0010,검사대수,272074.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0060,11~12년,M0011,부적합률,21.98
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0070,13~14년,M0010,검사대수,219777.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0070,13~14년,M0011,부적합률,26.53
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0080,15년 이상,M0010,검사대수,416440.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0080,15년 이상,M0011,부적합률,30.07
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0002,승용차,0004,대형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0010,합계,M0010,검사대수,759411.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0010,합계,M0011,부적합률,19.98
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0020,4년 이하,M0010,검사대수,68214.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0020,4년 이하,M0011,부적합률,10.57
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0030,5~6년,M0010,검사대수,27450.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0030,5~6년,M0011,부적합률,18.42
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0040,7~8년,M0010,검사대수,58080.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0040,7~8년,M0011,부적합률,18.68
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0050,9~10년,M0010,검사대수,124739.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0050,9~10년,M0011,부적합률,18.6
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0060,11~12년,M0010,검사대수,169836.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0060,11~12년,M0011,부적합률,19.42
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0070,13~14년,M0010,검사대수,143323.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0070,13~14년,M0011,부적합률,22.88
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0080,15년 이상,M0010,검사대수,167769.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0080,15년 이상,M0011,부적합률,23.62
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0001,합계,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0010,합계,M0010,검사대수,12563.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0010,합계,M0011,부적합률,28.85
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0020,4년 이하,M0010,검사대수,2190.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0020,4년 이하,M0011,부적합률,21.23
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0030,5~6년,M0010,검사대수,1117.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0030,5~6년,M0011,부적합률,25.78
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0040,7~8년,M0010,검사대수,2358.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0040,7~8년,M0011,부적합률,28.71
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0050,9~10년,M0010,검사대수,2451.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0050,9~10년,M0011,부적합률,31.95
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0060,11~12년,M0010,검사대수,2047.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0060,11~12년,M0011,부적합률,33.17
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0070,13~14년,M0010,검사대수,1074.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0070,13~14년,M0011,부적합률,30.17
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0080,15년 이상,M0010,검사대수,1326.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0080,15년 이상,M0011,부적합률,30.84
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0002,경형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0010,합계,M0010,검사대수,195.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0010,합계,M0011,부적합률,41.03
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0020,4년 이하,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0020,4년 이하,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0030,5~6년,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0030,5~6년,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0040,7~8년,M0010,검사대수,2.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0040,7~8년,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0050,9~10년,M0010,검사대수,5.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0050,9~10년,M0011,부적합률,20.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0060,11~12년,M0010,검사대수,1.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0060,11~12년,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0070,13~14년,M0010,검사대수,3.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0070,13~14년,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0080,15년 이상,M0010,검사대수,184.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0080,15년 이상,M0011,부적합률,42.93
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0005,소형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0010,합계,M0010,검사대수,722481.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0010,합계,M0011,부적합률,19.96
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0020,4년 이하,M0010,검사대수,63788.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0020,4년 이하,M0011,부적합률,10.26
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0030,5~6년,M0010,검사대수,24965.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0030,5~6년,M0011,부적합률,18.3
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0040,7~8년,M0010,검사대수,53286.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0040,7~8년,M0011,부적합률,18.51
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0050,9~10년,M0010,검사대수,117710.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0050,9~10년,M0011,부적합률,18.4
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0060,11~12년,M0010,검사대수,164137.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0060,11~12년,M0011,부적합률,19.27
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0070,13~14년,M0010,검사대수,137899.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0070,13~14년,M0011,부적합률,22.97
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0080,15년 이상,M0010,검사대수,160696.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0080,15년 이상,M0011,부적합률,23.82
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0003,중형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0010,합계,M0010,검사대수,24172.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0010,합계,M0011,부적합률,15.7
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0020,4년 이하,M0010,검사대수,2236.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0020,4년 이하,M0011,부적합률,8.72
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0030,5~6년,M0010,검사대수,1368.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0030,5~6년,M0011,부적합률,14.62
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0040,7~8년,M0010,검사대수,2434.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0040,7~8년,M0011,부적합률,12.86
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0050,9~10년,M0010,검사대수,4573.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0050,9~10년,M0011,부적합률,16.4
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0060,11~12년,M0010,검사대수,3651.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0060,11~12년,M0011,부적합률,18.79
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0070,13~14년,M0010,검사대수,4347.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0070,13~14년,M0011,부적합률,18.29
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0080,15년 이상,M0010,검사대수,5563.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0080,15년 이상,M0011,부적합률,15.39
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0003,승합차,0004,대형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0010,합계,M0010,검사대수,2953010.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0010,합계,M0011,부적합률,26.85
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0020,4년 이하,M0010,검사대수,770670.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0020,4년 이하,M0011,부적합률,13.21
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0030,5~6년,M0010,검사대수,216351.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0030,5~6년,M0011,부적합률,22.61
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0040,7~8년,M0010,검사대수,412689.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0040,7~8년,M0011,부적합률,27.47
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0050,9~10년,M0010,검사대수,385460.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0050,9~10년,M0011,부적합률,29.66
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0060,11~12년,M0010,검사대수,333046.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0060,11~12년,M0011,부적합률,33.98
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0070,13~14년,M0010,검사대수,271871.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0070,13~14년,M0011,부적합률,37.42
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0080,15년 이상,M0010,검사대수,562922.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0080,15년 이상,M0011,부적합률,35.48
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0090,기타,M0010,검사대수,1.0
0002,비사업용,0004,화물차,0001,합계,Y2024 2024,,0090,기타,M0011,부적합률,100.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0010,합계,M0010,검사대수,46969.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0010,합계,M0011,부적합률,26.96
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0020,4년 이하,M0010,검사대수,8396.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0020,4년 이하,M0011,부적합률,18.39
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0030,5~6년,M0010,검사대수,3835.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0030,5~6년,M0011,부적합률,24.85
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0040,7~8년,M0010,검사대수,8754.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0040,7~8년,M0011,부적합률,24.65
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0050,9~10년,M0010,검사대수,9099.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0050,9~10년,M0011,부적합률,27.93
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0060,11~12년,M0010,검사대수,7895.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0060,11~12년,M0011,부적합률,32.2
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0070,13~14년,M0010,검사대수,4015.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0070,13~14년,M0011,부적합률,33.45
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0080,15년 이상,M0010,검사대수,4975.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0080,15년 이상,M0011,부적합률,31.82
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0004,화물차,0002,경형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0010,합계,M0010,검사대수,2299118.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0010,합계,M0011,부적합률,27.02
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0020,4년 이하,M0010,검사대수,687501.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0020,4년 이하,M0011,부적합률,12.47
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0030,5~6년,M0010,검사대수,180204.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0030,5~6년,M0011,부적합률,22.17
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0040,7~8년,M0010,검사대수,335852.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0040,7~8년,M0011,부적합률,28.2
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0050,9~10년,M0010,검사대수,315839.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0050,9~10년,M0011,부적합률,30.59
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0060,11~12년,M0010,검사대수,268504.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0060,11~12년,M0011,부적합률,35.53
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0070,13~14년,M0010,검사대수,213277.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0070,13~14년,M0011,부적합률,40.01
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0080,15년 이상,M0010,검사대수,297940.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0080,15년 이상,M0011,부적합률,41.43
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0090,기타,M0010,검사대수,1.0
0002,비사업용,0004,화물차,0005,소형,Y2024 2024,,0090,기타,M0011,부적합률,100.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0010,합계,M0010,검사대수,397225.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0010,합계,M0011,부적합률,27.14
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0020,4년 이하,M0010,검사대수,48341.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0020,4년 이하,M0011,부적합률,20.37
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0030,5~6년,M0010,검사대수,21326.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0030,5~6년,M0011,부적합률,25.64
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0040,7~8년,M0010,검사대수,42687.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0040,7~8년,M0011,부적합률,25.55
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0050,9~10년,M0010,검사대수,40787.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0050,9~10년,M0011,부적합률,25.55
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0060,11~12년,M0010,검사대수,37687.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0060,11~12년,M0011,부적합률,27.4
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0070,13~14년,M0010,검사대수,32014.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0070,13~14년,M0011,부적합률,28.02
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0080,15년 이상,M0010,검사대수,174383.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0080,15년 이상,M0011,부적합률,29.75
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0004,화물차,0003,중형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0010,합계,M0010,검사대수,209698.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0010,합계,M0011,부적합률,24.49
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0020,4년 이하,M0010,검사대수,26432.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0020,4년 이하,M0011,부적합률,17.79
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0030,5~6년,M0010,검사대수,10986.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0030,5~6년,M0011,부적합률,23.1
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0040,7~8년,M0010,검사대수,25396.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0040,7~8년,M0011,부적합률,21.92
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0050,9~10년,M0010,검사대수,19735.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0050,9~10년,M0011,부적합률,23.98
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0060,11~12년,M0010,검사대수,18960.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0060,11~12년,M0011,부적합률,25.93
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0070,13~14년,M0010,검사대수,22565.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0070,13~14년,M0011,부적합률,26.97
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0080,15년 이상,M0010,검사대수,85624.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0080,15년 이상,M0011,부적합률,26.65
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0004,화물차,0004,대형,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0010,합계,M0010,검사대수,81609.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0010,합계,M0011,부적합률,17.12
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0020,4년 이하,M0010,검사대수,26410.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0020,4년 이하,M0011,부적합률,12.22
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0030,5~6년,M0010,검사대수,9580.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0030,5~6년,M0011,부적합률,16.09
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0040,7~8년,M0010,검사대수,15335.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0040,7~8년,M0011,부적합률,17.63
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0050,9~10년,M0010,검사대수,9784.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0050,9~10년,M0011,부적합률,19.45
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0060,11~12년,M0010,검사대수,6637.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0060,11~12년,M0011,부적합률,21.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0070,13~14년,M0010,검사대수,5461.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0070,13~14년,M0011,부적합률,23.49
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0080,15년 이상,M0010,검사대수,8402.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0080,15년 이상,M0011,부적합률,22.89
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0090,기타,M0010,검사대수,0.0
0002,비사업용,0005,특수차,0001,합계,Y2024 2024,,0090,기타,M0011,부적합률,0.0
0002,비사업용,0005,특수차,0002,경형,Y2024 2024,,0010,합계,M0010,검사대수,147.0
0002,비사업용,0005,특수차,0002,경형,Y2024 2024,,0010,합계,M0011,부적합률,26.53
