generation_name,generation_code,generation_volume,maker_code,model_code,origin
티그라 (94~09년),288,0,34,660,I
FX4 (58~97년),1733,0,1011,898,I
미니 (59~88년),1732,0,1011,897,I
기타,1734,0,1011,899,I
88LSS (92~99년),509,0,35,647,I
실루엣 (90~04년),296,0,35,648,I
델타 88 (65~88년),295,0,35,650,I
슈퍼세븐,781,0,83,455,I
그레나디어 (21년~현재),2900,1,1024,1315,I
데일리 (78년~현재),1949,2,1013,957,I
스트라리스,2656,0,1013,1201,I
트래커,2658,0,1013,1203,I
S웨이,2655,0,1013,1200,I
X웨이,2657,0,1013,1202,I
T웨이,2659,0,1013,1204,I
유로카고,2660,0,1013,1205,I
뮤,298,0,36,459,I
로데오 (91년~현재),297,0,36,460,I
비크로스,299,0,36,461,I
엘프,1933,0,36,948,I
디맥스,2661,0,36,1206,I
포워드,2662,0,36,1207,I
트루퍼 (81~05년),1365,0,36,462,I
기타,510,0,36,462,I
G25 (11~13년),1359,0,81,242,I
G35 (03~08년),1275,0,81,242,I
G37 (07~13년),1276,0,81,242,I
I35 (01~04년),1795,0,81,916,I
올 뉴 M (10~13년),1242,0,81,243,I
M (03~10년),1277,0,81,243,I
Q30 (16년~현재),1761,0,81,244,I
Q50 (14년~현재),1760,0,81,244,I
Q60 (14년~현재),1759,0,81,244,I
Q70 (14년~현재),1758,0,81,244,I
Q45 (90~09년),1757,0,81,244,I
EX (08~13년),1279,0,81,245,I
올 뉴 FX (09~13년),1023,0,81,246,I
FX (03~09년),1280,1,81,246,I
JX (12~13년),1528,0,81,764,I
QX30 (19년~현재),1958,0,81,247,I
올 뉴 QX50 (19년~현재),1978,2,81,247,I
QX50 (14~18년),1756,0,81,247,I
QX60 (14년~현재),1755,0,81,247,I
QX70 (14년~현재),1754,0,81,247,I
QX80 (14년~현재),1753,0,81,247,I
QX33 (97~03년),1752,0,81,247,I
QX35 (97~03년),1762,0,81,247,I
QX56 (04~13년),1751,0,81,247,I
기타,1531,0,81,765,I
E페이스 (18년~현재),1905,0,37,941,I
F페이스 (16년~현재),1731,0,37,896,I
I페이스 (18년~현재),1938,0,37,951,I
E타입 (61~74년),2746,3,37,1258,I
F타입 (13년~현재),1568,2,37,798,I
S타입 (99~08년),306,0,37,484,I
X타입 (01~09년),305,0,37,483,I
XE (15년~현재),1677,1,37,868,I
뉴 XF (16년~현재),1721,1,37,485,I
XF (08~15년),965,2,37,485,I
XJ 8세대 (10년~현재),1223,4,37,487,I
XJ (68~09년),511,0,37,487,I
XJ (94~03년),2511,0,37,487,I
XJ6 (68~07년),300,4,37,488,I
XJ8 (97~09년),301,2,37,489,I
XJ12 (68~92년),2303,0,37,1050,I
XJR (89년~현재),1048,0,37,828,I
뉴 XK (11년~15년),1517,2,37,490,I
XK (96~11년),816,0,37,490,I
XK8 (96~07년),302,0,37,490,I
XJS (75~96년),303,0,37,491,I
다임러 (68~09년),304,0,37,492,I
소버린 (68~09년),763,0,37,493,I
기타,512,2,37,494,I
글래디에이터 (19년~현재),2024,2,96,980,I
레니게이드 (15년~현재),1694,1,96,875,I
랭글러 4세대 (18년~현재),1929,9,96,337,I
랭글러 3세대 (07~17년),1085,5,96,337,I
랭글러 2세대 (96~06년),2491,2,96,337,I
랭글러 1세대 (87~95년),2494,2,96,337,I
리버티 (02~12년),1109,0,96,339,I
어벤저 (24년~현재),2861,0,96,1297,I
체로키 5세대 (14년~현재),2688,1,96,1225,I
체로키 4세대 (08~13년),2687,0,96,1225,I
체로키 3세대 (02~07년),2686,0,96,1225,I
체로키 (74~01년),2685,2,96,1225,I
그랜드 체로키 5세대 (21년~현재),2461,0,96,336,I
그랜드 체로키 4세대 (10~21년),1317,2,96,336,I
그랜드 체로키 3세대 (05~10년),1087,0,96,336,I
그랜드 체로키 2세대 (99~04년),2499,0,96,336,I
그랜드 체로키 1세대 (93~98년),2500,0,96,336,I
커맨더 (06~10년),1089,0,96,338,I
컴패스 2세대 (17년~현재),1923,0,96,335,I
컴패스 1세대 (07~17년),1088,0,96,335,I
패트리어트 (07~16년),1108,0,96,340,I
ATS (13년~현재),1563,0,38,793,I
BLS (05~09년),845,0,38,263,I
CT4 (20년~현재),2323,0,38,1057,I
CT5 (20년~현재),2324,1,38,1058,I
CT6 (16년~현재),1735,1,38,900,I
CTS 3세대 (14년~현재),1621,0,38,264,I
CTS 2세대 (08~14년),1016,1,38,264,I
CTS 1세대 (02~08년),311,0,38,264,I
DTS (06~11년),804,2,38,265,I
뉴 STS (08~12년),1797,0,38,266,I
STS (05~07년),771,0,38,266,I
올 뉴 SRX (09~16년),1245,0,38,267,I
SRX (04~09년),635,0,38,267,I
XLR (04~09년),853,0,38,268,I
XT4 (21년~현재),2370,0,38,1072,I
XT5 (16년~현재),1782,0,38,912,I
XT6 (20년~현재),2299,0,38,1047,I
XTS (13년~현재),2001,0,38,971,I
리릭 (24년~현재),2851,0,38,1292,I
에스컬레이드 5세대 (21년~현재),2353,16,38,269,I
에스컬레이드 4세대 (15~20년),1612,2,38,269,I
에스컬레이드 3세대 (07~14년),636,0,38,269,I
에스컬레이드 2세대 (02~06년),2355,0,38,269,I
에스컬레이드 IQ,2936,0,38,1330,I
드빌 (49~05년),307,1,38,270,I
스빌,2597,0,38,1160,I
엘도라도 (53~02년),310,0,38,854,I
플리트우드 (47~96년),309,0,38,853,I
컨코어 (94년~현재),308,1,38,271,I
CCX (06~10년),1024,0,89,285,I
CCR (04~06년),1025,0,89,286,I
CCXR (06~10년),1026,0,89,287,I
200 (15~17년),1739,1,39,763,I
200 (10~14년),1534,0,39,763,I
더 뉴 300C (12년~현재),1678,0,39,466,I
올 뉴 300C (11~12년),1431,0,39,466,I
300C (05~10년),716,2,39,466,I
300M (99~04년),317,0,39,467,I
LHS (94년~현재),318,0,39,470,I
PT크루저 (00~10년),314,0,39,464,I
뉴 그랜드보이저 (08년~현재),1022,0,39,471,I
그랜드보이저 (88~08년),320,0,39,471,I
보이저 (00년~현재),555,0,39,471,I
비전 (93~97년),323,0,39,473,I
뉴 세브링 (07~10년),1013,0,39,465,I
세브링 (95~07년),324,0,39,465,I
스트라투스 (95~00년),316,0,39,474,I
그랜드캐러밴 (84년~현재),556,0,39,472,I
캐러밴 (84년~현재),528,0,39,472,I
크로스파이어 (04~07년),702,0,39,469,I
퍼시피카 2세대 (17년~현재),2314,0,39,468,I
퍼시피카 1세대 (04~08년),766,0,39,468,I
프라울러 (01~02년),1581,2,39,805,I
네온 (95~06년),526,0,39,463,I
뉴요커 (39~97년),2665,0,39,1209,I
콩코드 (93~04년),2666,0,39,1210,I
타운&컨트리 (90~16년),2667,0,39,1211,I
모델 3 (19년~현재),2090,6,1006,1006,I
모델 S (12년~현재),1620,2,1006,839,I
모델 X (17년~현재),1952,4,1006,972,I
모델 Y (21년~현재),2371,2,1006,1073,I
사이버트럭 (24년~현재),2869,2,1006,1301,I
GR 86 (22년~현재),2723,0,9,571,I
86 (12년~현재),1510,0,9,571,I
프리우스 5세대 (23년~현재),2820,0,9,573,I
프리우스 4세대 (15~22년),2521,0,9,573,I
프리우스 3세대 (09~15년),602,0,9,573,I
프리우스 2세대 (04~09년),2586,0,9,573,I
프리우스 1세대 (97~03년),2587,0,9,573,I
프리우스 프라임 (17년~현재),1826,0,9,573,I
프리우스C (18년~현재),1901,0,9,573,I
프리우스V (12년~현재),1654,0,9,573,I
캠리 (24년~현재),2868,0,9,574,I
캠리 8세대 (17~24년),1878,0,9,574,I
캠리 7세대 (12~17년),1482,2,9,574,I
캠리 6세대 (07~11년),2589,0,9,574,I
캠리 5세대 (01~06년),2588,0,9,574,I
캠리 (80~12년),131,0,9,574,I
라브4 5세대 (19년~현재),1998,0,9,576,I
라브4 4세대 (12~18년),146,0,9,576,I
라브4 3세대 (05~12년),2522,1,9,576,I
라브4 2세대 (01~05년),2590,0,9,576,I
라브4 1세대 (94~00년),2591,0,9,576,I
시에나 4세대 (20년~현재),2520,1,9,577,I
시에나 3세대 (10~20년),898,1,9,577,I
시에나 2세대 (03~10년),2592,0,9,577,I
시에나 1세대 (97~02년),2593,0,9,577,I
타코마 픽업 3세대 (16년~현재),153,1,9,578,I
타코마 픽업 2세대 (05~15년),2598,1,9,578,I
타코마 픽업 1세대 (95~04년),2599,0,9,578,I
툰드라 3세대 (22년~현재),2462,0,9,579,I
툰드라 2세대 (07~21년),134,3,9,579,I
툰드라 1세대 (00~06년),2600,0,9,579,I
FJ크루져 (06~14년),828,1,9,575,I
bB 2세대 (06~16년),769,0,9,710,I
bB 1세대 (00~05년),2601,0,9,710,I
C-HR (16년~현재),1927,0,9,947,I
IQ (08~16년),1226,0,9,711,I
MR-S 3세대 (99~07년),152,0,9,712,I
MR-2 2세대 (84~07년),151,0,9,712,I
MR 1세대 (84~07년),2602,0,9,712,I
4러너 5세대 (10년~현재),2603,0,9,713,I
4러너 4세대 (03~09년),2604,0,9,713,I
4러너 (84~02년),793,0,9,713,I
노아 (01년~현재),891,0,9,714,I
루미,2940,0,9,1333,I
랜드크루저 (51년~현재),140,2,9,715,I
랜드크루저 프라도 (85년~현재),2605,0,9,715,I
베르소,2391,0,9,1083,I
매트릭스 2세대 (09~14년),2606,0,9,716,I
매트릭스 1세대 (03~08년),985,0,9,716,I
벤자 (09~15년),1539,0,9,767,I
벨파이어 (08~현재),1894,0,9,940,I
복시 (01~13년),1329,0,9,717,I
사이언,776,0,9,718,I
세라 (90~96년),150,0,9,719,I
세콰이어 (00년~현재),158,0,9,845,I
센츄리,945,0,9,720,I
셀리카 (70~06년),135,1,9,721,I
셀시오 (89년~현재),144,0,9,846,I
소아라 (81~04년),130,0,9,722,I
솔라라 (04~08년),767,0,9,723,I
솔라라 (99~03년),2607,0,9,723,I
GR 수프라 (20년~현재),2321,1,9,724,I
수프라 (78~02년),128,0,9,724,I
스프린터,783,0,9,725,I
아이고 2세대 (15~21년),1469,0,9,917,I
아이고 1세대 (05~14년),2608,0,9,917,I
아발론 5세대 (18년~현재),1946,0,9,726,I
아발론 4세대 (13~18년),132,0,9,726,I
아발론 3세대 (04~12년),2609,0,9,726,I
아발론 2세대 (00~05년),2610,0,9,726,I
아발론 1세대 (94~99년),2611,0,9,726,I
알테자 (98~05년),145,0,9,727,I
알파드 (23년~현재),2802,7,9,847,I
알파드 (15~22년),984,0,9,847,I
알파드 (08~15년),2612,0,9,847,I
알파드 (02~08년),2613,0,9,847,I
GR 야리스 (20년~현재),2390,1,9,728,I
야리스(비츠) (99년~현재),890,0,9,728,I
위시 (03년~현재),1664,0,9,859,I
윌 (01~05년),713,0,9,729,I
입섬 2세대 (01~10년),1345,0,9,730,I
입섬 1세대 (95~01년),2614,0,9,730,I
코롤라 (66년~현재),147,0,9,572,I
크라운 (23년~현재),2796,0,9,731,I
크라운 (03~22년),2615,0,9,731,I
크라운 (55년~03년),142,0,9,731,I
하이랜더 4세대 (20년~현재),2411,0,9,733,I
하이랜더 3세대 (14년~19년),879,0,9,733,I
하이랜더 2세대 (08~13년),2410,0,9,733,I
하이랜더 1세대 (01~07년),2409,0,9,733,I
하이럭스서프 (84~09년),133,0,9,734,I
하이에이스 (66년~현재),2374,0,9,1076,I
해리어 (97년~현재),141,0,9,735,I
락티스 (05~17년),2616,0,9,1161,I
마크2 (68~04년),2617,0,9,1162,I
마크X (09~19년),2717,0,9,1244,I
마크X (05~09년),2715,0,9,1244,I
마크X 지오 (07~13년),2716,0,9,1245,I
비스타 (82~03년),2618,0,9,1163,I
시엔타 (03년~현재),2619,0,9,1164,I
에스티마 (90~19년),2620,0,9,1165,I
윈덤 (89~06년),2621,0,9,1166,I
이스트 (02~16년),2622,0,9,1167,I
체이서 (77~01년),2623,0,9,1168,I
카미 (99~05년),2624,0,9,1169,I
파쏘 (04년~현재),2625,0,9,1170,I
포르테 (04~20년),2626,0,9,1171,I
그랑비아,2627,0,9,1172,I
프리비아 (90~19년),2628,0,9,1173,I
기타,456,0,9,580,I
존다 (99~11년),822,0,84,278,I
후에이라 (11년~현재),1458,0,84,279,I
E150 (97~15년),1866,0,42,508,I
E350 (97~15년),1867,0,42,508,I
E450,1868,1,42,508,I
이코노라인 (61년~현재),1486,0,42,508,I
F150 (97년~현재),1862,26,42,509,I
F250 (97년~현재),1863,1,42,509,I
F350 (80년~현재),1864,1,42,509,I
F450 (04년~현재),1865,0,42,509,I
기타[F-시리즈] (73년~현재),514,0,42,509,I
GT (03~08년),893,0,42,512,I
S-MAX (06~15년),978,0,42,510,I
레인져 (83년~현재),942,1,42,506,I
머스탱 7세대 (24년~현재),2826,0,42,507,I
머스탱 6세대 (14~24년),342,5,42,507,I
머스탱 5세대 (05~14년),2504,2,42,507,I
머스탱 4세대 (94~04년),2505,0,42,507,I
머스탱 (64~93년),2506,1,42,507,I
몬데오 4세대 (15~22년),966,0,42,496,I
몬데오 3세대 (07~14년),2509,0,42,496,I
몬데오 2세대 (00~07년),338,0,42,496,I
몬데오 1세대 (93~00년),2510,0,42,496,I
브롱코 (21년~현재),2452,4,42,855,I
브롱코 (66~96년),332,0,42,855,I
윈드스타 (94~04년),336,0,42,794,I
뉴 이스케이프 3세대 (13~20년),1798,0,42,501,I
이스케이프 2세대 (08~12년),1021,0,42,501,I
이스케이프 1세대 (01~07년),341,0,42,501,I
익스페디션 (18년~현재),2379,2,42,505,I
익스페디션 (07~17년),848,0,42,505,I
익스페디션 (03~06년),2378,0,42,505,I
익스페디션 (97~02년),2377,0,42,505,I
익스플로러 6세대 (20년~현재),2089,0,42,502,I
익스플로러 5세대 (12~19년),1454,1,42,502,I
익스플로러 4세대 (06~11년),337,0,42,502,I
익스플로러 3세대 (01~05년),2501,1,42,502,I
익스플로러 2세대 (95~01년),2502,0,42,502,I
익스플로러 1세대 (90~95년),2503,0,42,502,I
썬더버드 (55~05년),748,1,42,511,I
스포츠트랙 (01~10년),884,0,42,504,I
쿠가 (12~19년),1687,0,42,872,I
뉴 토러스 6세대 (09~18년),1200,0,42,499,I
토러스 5세대 (07~09년),339,0,42,499,I
토러스 4세대 (00~07년),2507,0,42,499,I
토러스 (85~99년),2508,0,42,499,I
트랜짓 (65년~현재),1354,1,42,907,I
파이브 헌드레드 (05~07년),746,0,42,500,I
퓨전 2세대 (12~20년),1544,0,42,498,I
퓨전 1세대 (06~12년),998,0,42,498,I
포커스 3세대 (10~18년),1437,0,42,497,I
포커스 (98~10년),1334,0,42,497,I
프리스타일 (05~09년),803,0,42,503,I
피에스타 (76년~현재),2697,0,42,1233,I
에어로스타 (86~97년),2698,0,42,1234,I
이코노밴 (85~90년),2699,0,42,1235,I
엣지 (07년~현재),2700,0,42,1236,I
프로브 (89~97년),2701,0,42,1237,I
플렉스 (09~19년),1342,0,42,495,I
기타,2702,0,42,1238,I
사우바나 (15년~현재),1706,0,1008,891,I
툰랜드 (12년~현재),1665,0,1008,860,I
아오마크 (05년~현재),2694,0,1008,1230,I
그랑프리 (62~08년),366,0,45,681,I
그랜드앰 (73~05년),362,0,45,682,I
솔스티스 (06~09년),809,0,45,683,I
트랜스앰 (69~02년),364,0,45,684,I
파이어버드 (67~02년),361,0,45,685,I
G8 (08~09년),2395,0,45,1085,I
보네빌 (57~05년),2689,0,45,1226,I
선파이어 (95~05년),2690,0,45,1227,I
트랜스포트 (89~98년),368,0,45,687,I
피에로 (84~88년),2692,0,45,1228,I
기타,2693,0,45,1229,I
폴스타 2 (22년~현재),2708,1,1019,1241,I
폴스타 4 (24년~현재),2858,0,1019,1296,I
107 (05~14년),1251,0,46,545,I
1007 (04~09년),885,0,46,546,I
206 (98~10년),1283,0,46,548,I
207 (06~13년),1284,0,46,549,I
e-208 (20년~현재),2334,0,46,768,I
208 (13~19년),1541,0,46,768,I
2008 (20년~현재),2335,0,46,827,I
e-2008 (20년~현재),2336,0,46,827,I
2008 (13~20년),1640,2,46,827,I
306 (93~02년),371,0,46,550,I
307 (01~09년),1286,0,46,552,I
308 3세대 (22년~현재),2728,0,46,553,I
308 2세대 (14년`현재),2727,0,46,553,I
308 1세대 (07~14년),1287,1,46,553,I
3008,2916,0,46,554,I
3008 2세대 (17년~현재),1837,0,46,554,I
3008 1세대 (09~17년),1243,1,46,554,I
405 (87~97년),372,0,46,555,I
406 (95~04년),373,0,46,556,I
407 (04~10년),1288,0,46,557,I
408 (23년~현재),2797,0,46,1276,I
505 (79~92년),378,0,46,558,I
508 2세대 (19년~현재),1973,0,46,559,I
508 SW 2세대 (19년~현재),2102,0,46,559,I
508 1세대 (11~18년),1425,0,46,559,I
508 SW 1세대 (11~18년),1723,0,46,559,I
508 RXH 1세대 (16~18년),1722,0,46,559,I
올 뉴 5008 (26년~현재),2957,0,46,753,I
5008 2세대 (17년~현재),1884,0,46,753,I
5008 1세대 (12~16년),1523,0,46,753,I
604 (75~85년),1514,0,46,560,I
605 (89~99년),374,0,46,561,I
607 (99~10년),375,0,46,562,I
806 (94~02년),376,0,46,563,I
807 (02~10년),774,0,46,564,I
익스퍼트 티피 (07~15년),1591,0,46,810,I
파트너 티피 (08년~현재),1524,0,46,754,I
RCZ (10~15년),1360,0,46,565,I
라티고 CS (05~07년),1052,0,91,456,I
트라몬토 (05~07년),1053,0,91,457,I
124 (66~85년),2668,0,47,933,I
124 (16년~현재),1512,0,47,933,I
128A (69~83년),2023,0,47,979,I
500 (07년~현재),1220,2,47,674,I
500e (13년~현재),2835,1,47,674,I
500L (68년~현재),1919,0,47,674,I
500X (16년~현재),1787,0,47,674,I
500 (57~77년),2670,0,47,674,I
600 (55~76년),1560,0,47,790,I
두카토 (07년~현재),2762,2,47,1266,I
두카토 (82~06년),2761,0,47,1266,I
바르게타 (95~05년),380,0,47,675,I
쿠페 (93~00년),379,0,47,676,I
판다 4×4 (80년~현재),382,0,47,678,I
푼토 (93~18년),387,0,47,679,I
프리몬트 (11년~현재),1569,0,47,799,I
멀티피아 (98~10년),1410,0,47,680,I
H1 (92~06년),581,4,48,280,I
H2 (02~09년),582,3,48,281,I
H2 SUT (02~09년),855,0,48,281,I
H3 (05~10년),742,4,48,282,I
H3T (05~10년),1018,1,48,282,I
CR-V (23년~현재),2778,0,50,517,I
CR-V 5세대 (17년~현재),1831,0,50,517,I
CR-V 4세대 (12~17년),1471,0,50,517,I
CR-V (96~12년),560,0,50,517,I
CR-Z (10년~현재),1335,0,50,516,I
CRX 델솔,438,0,50,694,I
HR-V (16년~현재),1736,0,50,921,I
N-BOX (12년~현재),1655,0,50,836,I
N-ONE (12년~현재),1637,0,50,826,I
NSX (90~05년),436,0,50,521,I
NSX (16~22년),2921,1,50,521,I
S660 (15년~현재),1663,0,50,858,I
S2000 (99~09년),437,1,50,520,I
댓츠 (02~07년),1037,0,50,696,I
레전드 5세대 (14~21년),2524,0,50,519,I
레전드 (85~12년),431,0,50,519,I
리지라인 (06년~현재),829,0,50,688,I
비트 (91~95년),435,0,50,695,I
스텝왜건 (15년~현재),2742,0,50,1254,I
스텝왜건 (96~15년),2741,0,50,1254,I
올 뉴 시빅 스포츠 10세대 (19~20년),2113,0,50,515,I
올 뉴 시빅 10세대 (17~18년),1834,0,50,515,I
뉴 시빅 9세대 (11~16년),1460,0,50,515,I
시빅 (73~11년),432,2,50,515,I
어코드 (23년~현재),2811,0,50,518,I
어코드 10세대 (18~22년),1909,0,50,518,I
어코드 9세대 (13~17년),430,1,50,518,I
어코드 8세대 (08~12년),2367,0,50,518,I
어코드 7세대 (03~08년),2366,0,50,518,I
어코드 (76~02년),2365,0,50,518,I
에딕스,1535,0,50,771,I
엘리먼트 (03~11년),797,0,50,689,I
올 뉴 오딧세이 (17년~현재),1882,0,50,690,I
오딧세이 (95~17년),559,0,50,690,I
인사이트 (99~14년),1328,0,50,514,I
인테그라 (85~06년),433,0,50,691,I
크로스로드 (93~10년),957,0,50,692,I
크로스투어 (10~15년),1570,0,50,800,I
프렐류드 (78~01년),434,0,50,693,I
파일럿 (23년~현재),2803,0,50,857,I
파일럿 3세대 (16년~23년),2523,0,50,857,I
파일럿 (03~15년),1039,0,50,857,I
휘트 (01년~현재),871,0,50,513,I
패스포트 (94~02년),2663,0,50,1208,I
UTE (00~17년),1126,0,76,661,I
모나로 (68~06년),647,0,76,662,I
바리나 (85~19년),1119,0,76,663,I
스테이츠맨 (90~17년),1123,0,76,664,I
에피카 (06~11년),1118,0,76,665,I
카프라이스 (90~17년),1124,0,76,666,I
칼라이스 (84~17년),1122,0,76,667,I
캡티바 (06~18년),1125,0,76,668,I
코모도어 (78~20년),1121,0,76,669,I
콜로라도 (06~20년),1127,0,76,670,I
콤보 (01년~현재),1128,0,76,671,I
크루즈 (08~16년),1120,0,76,672,I
500 (64년~현재),1873,0,1012,934,I
전기차,2351,1,4,1068,I
희소차량,70,3,4,651,I
캠핑카,1448,1,4,652,I
캠핑 트레일러,1671,8,4,864,I
-,1648,1,4,831,I
