model_name_list,detail_link,detail_url,rent_yn,list_price_wan,model_name,price_wan,rent_yn_detail,support_money_wan,acquisition_cost_wan,monthly_rent_wan,remain_months,total_months,remain_months_text,year_month,mileage_km,fuel_type,transmission,color,displacement_cc,reg_date,gubun,maker_no,group_no,detail_no,maker_name,group_name,detail_name,fuel_efficiency,drivetrain_type
기아 모하비 3.0 디젤 4WD  KV300,/mycar/mycar_view.php?no=2257109&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257109&gubun=K,False,690.0,기아 모하비 3.0 디젤 4WD  KV300,690.0,False,,,,,,,2012.07,263590.0,디젤,자동,흰색,2959.0,,K,3,56,926,기아,모하비,모하비 (07~16년),10.2,AWD
기아 모하비 3.8 가솔린 2WD KV380 고급형,/mycar/mycar_view.php?no=2256434&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256434&gubun=K,False,720.0,기아 모하비 3.8 가솔린 2WD KV380 고급형,720.0,False,,,,,,,2009.09,179750.0,가솔린,자동,회색,3778.0,,K,3,56,926,기아,모하비,모하비 (07~16년),8.6,AWD
기아 모하비 3.0 디젤 4WD  JV300 에센스 패키지,/mycar/mycar_view.php?no=2256470&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256470&gubun=K,False,390.0,기아 모하비 3.0 디젤 4WD  JV300 에센스 패키지,390.0,False,,,,,,,2008.06,296811.0,디젤,자동,회색,2959.0,,K,3,56,926,기아,모하비,모하비 (07~16년),10.8,AWD
기아 더 뉴 스포티지  1.6 터보 2WD 프레스티지,/mycar/mycar_view.php?no=2254759&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254759&gubun=K,True,250.0,기아 더 뉴 스포티지  1.6 터보 2WD 프레스티지,,True,,250.0,68.0,60.0,60.0,60 / 60,2025.08,50.0,가솔린,자동,흰색,1598.0,,K,3,67,2875,기아,스포티지,더 뉴 스포티지 (24년~현재),,
기아 더 뉴 스포티지 1.6 터보 2WD 노블레스,/mycar/mycar_view.php?no=2256999&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256999&gubun=K,True,51.0,기아 더 뉴 스포티지 1.6 터보 2WD 노블레스,,True,,51.0,51.0,36.0,48.0,36 / 48,2025.01,9000.0,가솔린,자동,흰색,1598.0,,K,3,67,2875,기아,스포티지,더 뉴 스포티지 (24년~현재),,
기아 더 뉴 스포티지 하이브리드 1.6 터보 HEV 2WD 프레스티지,/mycar/mycar_view.php?no=2254761&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254761&gubun=K,True,250.0,기아 더 뉴 스포티지 하이브리드 1.6 터보 HEV 2WD 프레스티지,,True,,250.0,73.0,61.0,60.0,61 / 60,2025.10 (26년형),100.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,67,2876,기아,스포티지,더 뉴 스포티지 하이브리드 (24년~현재),,
기아 더 뉴 스포티지 하이브리드 1.6 터보 HEV 2WD  X-라인,/mycar/mycar_view.php?no=2253602&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253602&gubun=K,True,300.0,기아 더 뉴 스포티지 하이브리드 1.6 터보 HEV 2WD  X-라인,,True,300.0,,62.0,60.0,60.0,60 / 60,2025.10 (26년형),1350.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,67,2876,기아,스포티지,더 뉴 스포티지 하이브리드 (24년~현재),,
기아 더 뉴 스포티지 하이브리드 1.6 터보 HEV 2WD 시그니처,/mycar/mycar_view.php?no=2255390&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255390&gubun=K,False,3599.0,기아 더 뉴 스포티지 하이브리드  1.6 터보 HEV 2WD 시그니처,3599.0,False,,,,,,,2025.01,6320.0,가솔린 하이브리드,자동,진회색,1598.0,,K,3,67,2876,기아,스포티지,더 뉴 스포티지 하이브리드 (24년~현재),,
기아 디 올 뉴 스포티지 2.0 디젤 2WD 노블레스 그래비티,/mycar/mycar_view.php?no=2257170&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257170&gubun=K,False,2690.0,기아 디 올 뉴 스포티지 2.0 디젤 2WD 노블레스 그래비티,2690.0,False,,,,,,,2021.09 (22년형),65205.0,디젤,자동,회색,1998.0,,K,3,67,2397,기아,스포티지,디 올 뉴 스포티지 (21년~현재),14.0,FF
기아 디 올 뉴 스포티지 1.6 터보 2WD 노블레스,/mycar/mycar_view.php?no=2226867&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2226867&gubun=K,True,250.0,기아 디 올 뉴 스포티지 1.6 터보 2WD 노블레스,,True,250.0,,62.0,43.0,60.0,43 / 60,2022.11 (23년형),48000.0,가솔린,자동,흰색,1598.0,,K,3,67,2397,기아,스포티지,디 올 뉴 스포티지 (21년~현재),12.5,FF
기아 디 올 뉴 스포티지 1.6 터보 2WD 노블레스,/mycar/mycar_view.php?no=2231030&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2231030&gubun=K,True,250.0,기아 디 올 뉴 스포티지 1.6 터보 2WD 노블레스,,True,250.0,,61.0,48.0,60.0,48 / 60,2023.07,6800.0,가솔린,자동,흰색,1598.0,,K,3,67,2397,기아,스포티지,디 올 뉴 스포티지 (21년~현재),12.5,FF
기아 디 올 뉴 스포티지 1.6 터보 4WD  시그니처 그래비티,/mycar/mycar_view.php?no=2257144&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257144&gubun=K,False,2990.0,기아 디 올 뉴 스포티지 1.6 터보 4WD  시그니처 그래비티,2990.0,False,,,,,,,2023.02,39423.0,가솔린,자동,흰색,1598.0,,K,3,67,2397,기아,스포티지,디 올 뉴 스포티지 (21년~현재),,
기아 디 올 뉴 스포티지 2.0 LPG 2WD 시그니처,/mycar/mycar_view.php?no=2247311&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247311&gubun=K,True,3600.0,기아 디 올 뉴 스포티지  2.0 LPG 2WD 시그니처,,True,,3600.0,65.0,54.0,60.0,54 / 60,2023.01,28000.0,LPG,자동,진회색 (그래비티 그레이),1999.0,,K,3,67,2397,기아,스포티지,디 올 뉴 스포티지 (21년~현재),9.1,FF
기아 디 올 뉴 스포티지 하이브리드 1.6 터보 HEV 시그니처 그래비티,/mycar/mycar_view.php?no=2251436&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251436&gubun=K,True,70.0,기아 디 올 뉴 스포티지 하이브리드 1.6 터보 HEV 시그니처 그래비티,,True,70.0,,70.0,30.0,60.0,30 / 60,2023.07,40000.0,가솔린 하이브리드,자동,진회색,1598.0,,K,3,67,2406,기아,스포티지,디 올 뉴 스포티지 하이브리드 (21년~현재),16.7,FF
기아 디 올 뉴 스포티지 하이브리드 1.6 터보 HEV 시그니처 그래비티,/mycar/mycar_view.php?no=2226862&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2226862&gubun=K,True,250.0,기아 디 올 뉴 스포티지 하이브리드 1.6 터보 HEV 시그니처 그래비티,,True,250.0,,58.0,25.0,36.0,25 / 36,2023.05,12000.0,가솔린 하이브리드,자동,진청색,1598.0,,K,3,67,2406,기아,스포티지,디 올 뉴 스포티지 하이브리드 (21년~현재),16.7,FF
기아 스포티지 더 볼드 2.0 가솔린 2WD 인텔리전트,/mycar/mycar_view.php?no=2256202&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256202&gubun=K,False,1890.0,기아 스포티지 더 볼드  2.0 가솔린 2WD 인텔리전트,1890.0,False,,,,,,,2018.10 (19년형),93028.0,가솔린,자동,빨간색,1999.0,,K,3,67,1926,기아,스포티지,스포티지 더 볼드 (18년~현재),10.5,FF
기아 스포티지 더 볼드 1.6 디젤 2WD 프레스티지,/mycar/mycar_view.php?no=2247471&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247471&gubun=K,False,1590.0,기아 스포티지 더 볼드  1.6 디젤 2WD 프레스티지,1590.0,False,,,,,,,2021.03 (22년형),115087.0,디젤,자동,흰색,1598.0,,K,3,67,1926,기아,스포티지,스포티지 더 볼드 (18년~현재),15.8,FF
기아 스포티지 4세대 2.0 가솔린 2WD 노블레스,/mycar/mycar_view.php?no=2256120&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256120&gubun=K,False,1438.0,기아 스포티지 4세대 2.0 가솔린 2WD 노블레스,1438.0,False,,,,,,,2017.10 (18년형),79285.0,가솔린,자동,진회색,1999.0,,K,3,67,1675,기아,스포티지,스포티지 4세대 (15~18년),10.3,FF
기아 더 뉴 스포티지R 2.0 디젤 2WD 노블레스,/mycar/mycar_view.php?no=2248639&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248639&gubun=K,False,690.0,기아 더 뉴 스포티지R  2.0 디젤 2WD 노블레스,690.0,False,,,,,,,2014.05,181557.0,디젤,자동,청색,1995.0,,K,3,67,1613,기아,스포티지,더 뉴 스포티지R (13~16년),13.8,FF
기아 더 뉴 스포티지R 2.0 디젤 2WD 노블레스,/mycar/mycar_view.php?no=2252365&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252365&gubun=K,False,650.0,기아 더 뉴 스포티지R  2.0 디젤 2WD 노블레스,650.0,False,,,,,,,2014.04,184773.0,디젤,자동,검정색,1995.0,,K,3,67,1613,기아,스포티지,더 뉴 스포티지R (13~16년),13.8,FF
기아 스포티지R 2.0 가솔린 2WD  LX,/mycar/mycar_view.php?no=2257233&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257233&gubun=K,False,750.0,기아 스포티지R 2.0 가솔린 2WD  LX,750.0,False,,,,,,,2011.01,103217.0,가솔린,자동,흰색,1998.0,,K,3,67,1235,기아,스포티지,스포티지R (10~13년),12.1,FF
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,/mycar/mycar_view.php?no=2257413&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257413&gubun=K,False,650.0,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,650.0,False,,,,,,,2012.09 (13년형),137000.0,디젤,자동,흰색,1995.0,,K,3,67,1235,기아,스포티지,스포티지R (10~13년),15.6,FF
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,/mycar/mycar_view.php?no=2254885&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254885&gubun=K,False,790.0,기아 스포티지R  2.0 디젤 2WD TLX 최고급형,790.0,False,,,,,,,2011.12 (12년형),240000.0,디젤,자동,흰색,1995.0,,K,3,67,1235,기아,스포티지,스포티지R (10~13년),15.6,FF
기아 스팅어 마이스터 2.5 터보 플래티넘,/mycar/mycar_view.php?no=2253318&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253318&gubun=K,False,2480.0,기아 스팅어 마이스터  2.5 터보 플래티넘,2480.0,False,,,,,,,2021.03,105708.0,가솔린,자동,기타색상,2497.0,,K,3,919,2338,기아,스팅어,스팅어 마이스터 (20년~현재),11.2,AWD
기아 스팅어 3.3 터보 GT,/mycar/mycar_view.php?no=2256170&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256170&gubun=K,False,1790.0,기아 스팅어  3.3 터보 GT,1790.0,False,,,,,,,2017.07 (18년형),143880.0,가솔린,자동,빨간색 (화이트랩핑),3342.0,,K,3,919,1827,기아,스팅어,스팅어 (17~20년),8.8,AWD
기아 스팅어 3.3 터보 GT,/mycar/mycar_view.php?no=2256215&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256215&gubun=K,False,2720.0,기아 스팅어  3.3 터보 GT,2720.0,False,,,,,,,2017.07 (18년형),85000.0,가솔린,자동,흰색,3342.0,,K,3,919,1827,기아,스팅어,스팅어 (17~20년),8.8,AWD
기아 더 뉴 쏘렌토 4세대 2.5 가솔린 터보 2WD  프레스티지,/mycar/mycar_view.php?no=2257408&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257408&gubun=K,False,3370.0,기아 더 뉴 쏘렌토 4세대 2.5 가솔린 터보 2WD  프레스티지,3370.0,False,,,,,,,2024.05,17969.0,가솔린,자동,녹색,2497.0,,K,3,69,2800,기아,쏘렌토,더 뉴 쏘렌토 4세대 (23년~현재),10.8,FF
기아 더 뉴 쏘렌토 4세대 2.5 가솔린 터보 2WD 노블레스,/mycar/mycar_view.php?no=2248217&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248217&gubun=K,True,350.0,기아 더 뉴 쏘렌토 4세대 2.5 가솔린 터보 2WD 노블레스,,True,,350.0,84.0,61.0,60.0,61 / 60,2025.05,20.0,가솔린,자동,흰색,2497.0,,K,3,69,2800,기아,쏘렌토,더 뉴 쏘렌토 4세대 (23년~현재),10.8,FF
기아 더 뉴 쏘렌토 4세대 2.2 디젤 2WD 노블레스,/mycar/mycar_view.php?no=2242280&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242280&gubun=K,True,350.0,기아 더 뉴 쏘렌토 4세대 2.2 디젤 2WD 노블레스,,True,,350.0,85.0,60.0,60.0,60 / 60,2025.01,20.0,디젤,자동,흰색,2151.0,,K,3,69,2800,기아,쏘렌토,더 뉴 쏘렌토 4세대 (23년~현재),14.3,FF
기아 더 뉴 쏘렌토 4세대  2.5 가솔린 터보 2WD 노블레스,/mycar/mycar_view.php?no=2256656&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256656&gubun=K,True,350.0,기아 더 뉴 쏘렌토 4세대  2.5 가솔린 터보 2WD 노블레스,,True,,350.0,55.0,46.0,60.0,46 / 60,2024.12 (25년형),23000.0,가솔린,자동,검정색,2497.0,,K,3,69,2800,기아,쏘렌토,더 뉴 쏘렌토 4세대 (23년~현재),10.8,FF
기아 더 뉴 쏘렌토 4세대 하이브리드 1.6 HEV 2WD 프레스티지,/mycar/mycar_view.php?no=2251893&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251893&gubun=K,True,200.0,기아 더 뉴 쏘렌토 4세대 하이브리드 1.6 HEV 2WD 프레스티지,,True,200.0,,68.0,39.0,60.0,39 / 60,2024.04,15000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2801,기아,쏘렌토,더 뉴 쏘렌토 4세대 하이브리드 (23년~현재),15.7,FF
기아 더 뉴 쏘렌토 4세대 하이브리드 1.6 HEV 2WD 프레스티지,/mycar/mycar_view.php?no=2256322&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256322&gubun=K,True,400.0,기아 더 뉴 쏘렌토 4세대 하이브리드 1.6 HEV 2WD 프레스티지,,True,400.0,,63.0,55.0,60.0,55 / 60,2025.07,5000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2801,기아,쏘렌토,더 뉴 쏘렌토 4세대 하이브리드 (23년~현재),15.7,FF
기아 더 뉴 쏘렌토 하이브리드 1.6 HEV 2WD 그래비티,/mycar/mycar_view.php?no=2257384&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257384&gubun=K,False,4390.0,기아 더 뉴 쏘렌토 4세대 하이브리드  1.6 HEV 2WD 그래비티,4390.0,False,,,,,,,2024.02,14563.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2801,기아,쏘렌토,더 뉴 쏘렌토 4세대 하이브리드 (23년~현재),15.7,FF
기아 더 뉴 쏘렌토 4세대 하이브리드 1.6 HEV 2WD 프레스티지,/mycar/mycar_view.php?no=2251870&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251870&gubun=K,False,3650.0,기아 더 뉴 쏘렌토 4세대 하이브리드  1.6 HEV 2WD 프레스티지,3650.0,False,,,,,,,2024.02,65563.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2801,기아,쏘렌토,더 뉴 쏘렌토 4세대 하이브리드 (23년~현재),15.7,FF
기아 더 뉴 쏘렌토 4세대 하이브리드 1.6 HEV 2WD 그래비티,/mycar/mycar_view.php?no=2248675&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248675&gubun=K,False,6400.0,기아 더 뉴 쏘렌토 4세대 하이브리드  1.6 HEV 2WD 그래비티,6400.0,False,,,,,,,2025.00,592.0,가솔린 하이브리드,자동,검정색,1598.0,,K,3,69,2801,기아,쏘렌토,더 뉴 쏘렌토 4세대 하이브리드 (23년~현재),15.7,FF
기아 쏘렌토 4세대 2.2 디젤 2WD 시그니처,/mycar/mycar_view.php?no=2253137&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253137&gubun=K,False,3390.0,기아 쏘렌토 4세대 2.2 디젤 2WD 시그니처,3390.0,False,,,,,,,2023.02,31394.0,디젤,자동,검정색,2151.0,,K,3,69,2296,기아,쏘렌토,쏘렌토 4세대 (20년~현재),14.3,FF
기아 쏘렌토 4세대 2.2 디젤 2WD 시그니처,/mycar/mycar_view.php?no=2255764&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255764&gubun=K,False,3490.0,기아 쏘렌토 4세대 2.2 디젤 2WD 시그니처,3490.0,False,,,,,,,2023.02,64779.0,디젤,자동,진회색,2151.0,,K,3,69,2296,기아,쏘렌토,쏘렌토 4세대 (20년~현재),14.3,FF
기아 쏘렌토 2.2 디젤 4WD 노블레스,/mycar/mycar_view.php?no=2256180&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256180&gubun=K,False,3550.0,기아 쏘렌토 4세대  2.2 디젤 4WD 노블레스,3550.0,False,,,,,,,2021.06,47221.0,디젤,자동,흰색,2151.0,,K,3,69,2296,기아,쏘렌토,쏘렌토 4세대 (20년~현재),13.9,AWD
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,/mycar/mycar_view.php?no=2257281&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257281&gubun=K,False,3690.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,3690.0,False,,,,,,,2022.05,38312.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  시그니처,/mycar/mycar_view.php?no=2256613&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256613&gubun=K,False,3900.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  시그니처,3900.0,False,,,,,,,2022.07,33450.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  시그니처,/mycar/mycar_view.php?no=2256485&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256485&gubun=K,False,3690.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  시그니처,3690.0,False,,,,,,,2022.10 (23년형),43604.0,가솔린 하이브리드,자동,진회색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  노블레스,/mycar/mycar_view.php?no=2252584&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252584&gubun=K,True,250.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  노블레스,,True,250.0,,62.0,48.0,59.0,48 / 59,2024.10 (25년형),15000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 시그니처,/mycar/mycar_view.php?no=2247320&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247320&gubun=K,True,300.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 시그니처,,True,300.0,,66.0,48.0,48.0,48 / 48,2025.05,1580.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,/mycar/mycar_view.php?no=2226846&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2226846&gubun=K,True,300.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,,True,300.0,,71.0,59.0,60.0,59 / 60,2024.03,1500.0,가솔린 하이브리드,자동,검정색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 시그니처,/mycar/mycar_view.php?no=2228580&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2228580&gubun=K,True,250.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 시그니처,,True,250.0,,67.0,60.0,60.0,60 / 60,2024.05,2700.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,/mycar/mycar_view.php?no=2229617&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2229617&gubun=K,True,250.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,,True,250.0,,76.0,60.0,60.0,60 / 60,2024.05,3500.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 노블레스,/mycar/mycar_view.php?no=2242915&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242915&gubun=K,True,250.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 노블레스,,True,250.0,,62.0,60.0,60.0,60 / 60,2025.02,2000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,/mycar/mycar_view.php?no=2251077&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251077&gubun=K,True,200.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,,True,200.0,,64.0,59.0,60.0,59 / 60,2025.07 (26년형),1800.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  노블레스,/mycar/mycar_view.php?no=2255808&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255808&gubun=K,True,200.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  노블레스,,True,200.0,,57.0,60.0,60.0,60 / 60,2025.12 (26년형),1600.0,가솔린 하이브리드,자동,검정색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 4WD 시그니처,/mycar/mycar_view.php?no=2256183&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256183&gubun=K,False,4050.0,기아 쏘렌토 4세대 하이브리드  1.6 터보 HEV 4WD 시그니처,4050.0,False,,,,,,,2023.01,37680.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,AWD
기아 쏘렌토 4세대 하이브리드  1.6 터보 HEV 2WD 노블레스,/mycar/mycar_view.php?no=2256444&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256444&gubun=K,True,50.0,기아 쏘렌토 4세대 하이브리드  1.6 터보 HEV 2WD 노블레스,,True,,50.0,64.0,51.0,60.0,51 / 60,2025.05,5990.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,/mycar/mycar_view.php?no=2257030&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257030&gubun=K,False,3700.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,3700.0,False,,,,,,,2023.06,57000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,/mycar/mycar_view.php?no=2256157&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256157&gubun=K,False,4200.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,4200.0,False,,,,,,,2024.01,58000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,/mycar/mycar_view.php?no=2254308&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254308&gubun=K,True,250.0,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,,True,250.0,,65.0,51.0,60.0,51 / 60,2025.02,5230.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),14.3,FF
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 프레스티지,/mycar/mycar_view.php?no=2251463&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251463&gubun=K,False,2450.0,기아 쏘렌토 4세대 하이브리드  1.6 터보 HEV 2WD 프레스티지,2450.0,False,,,,,,,2022.03,103466.0,가솔린 하이브리드,자동,흰색,1598.0,,K,3,69,2401,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),15.3,FF
기아 더 뉴 쏘렌토 2.2 디젤 4WD  마스터,/mycar/mycar_view.php?no=2257165&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257165&gubun=K,False,2180.0,기아 더 뉴 쏘렌토 2.2 디젤 4WD  마스터,2180.0,False,,,,,,,2018.07 (19년형),98188.0,디젤,자동,청색,2199.0,,K,3,69,1843,기아,쏘렌토,더 뉴 쏘렌토 (17~20년),12.2,AWD
기아 더 뉴 쏘렌토 2.0 디젤 2WD  마스터,/mycar/mycar_view.php?no=2255185&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255185&gubun=K,False,,기아 더 뉴 쏘렌토 2.0 디젤 2WD  마스터,,False,,,,,,,2019.12 (20년형),54170.0,디젤,자동,진주색,1995.0,,K,3,69,1843,기아,쏘렌토,더 뉴 쏘렌토 (17~20년),13.1,FF
기아 더 뉴 쏘렌토 2.2 디젤 2WD 노블레스,/mycar/mycar_view.php?no=2248990&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248990&gubun=K,False,1780.0,기아 더 뉴 쏘렌토  2.2 디젤 2WD 노블레스,1780.0,False,,,,,,,2017.08 (18년형),70000.0,디젤,자동,흰색,2199.0,,K,3,69,1843,기아,쏘렌토,더 뉴 쏘렌토 (17~20년),12.6,FF
