brand,model,year,price_krw,mileage_km,fuel_type,transmission,body_type,displacement_cc,link
현대,기아 쏘렌토 4세대 하이브리드  1.6 터보 HEV 4WD 시그니처,2023,40500000.0,37680,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256183&gubun=K
현대,기아 더 뉴 K8 하이브리드  1.6 터보 HEV 시그니처,2024,43500000.0,12307,가솔린 하이브리드,자동,,1598,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256184&gubun=K
현대,기아 봉고3 스낵카,2011,9800000.0,145000,디젤,수동,,2902126,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254657&gubun=K
현대,기아 봉고3 스낵카,2011,7800000.0,52000,디젤,수동,,2902126,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257186&gubun=K
현대,기아 올 뉴 카니발 2.2 디젤 7인승 리무진 매직스페이스,2017,11800000.0,119000,디젤,자동,,2199202,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257223&gubun=K
현대,기아 셀토스 1.6 가솔린 터보 2WD  시그니처,2021,16990000.0,122000,가솔린,자동,,1591177,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257247&gubun=K
현대,기아 올 뉴 모닝 1.0 디럭스,2017,6800000.0,68444,가솔린,수동,,998,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249698&gubun=K
현대,기아 더 뉴 카니발 4세대  2.2 디젤 하이리무진  -,2024,84500000.0,24604,디젤,자동,,2151194,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256837&gubun=K
현대,기아 카니발 4세대 3.5 가솔린 9인승 하이리무진  시그니처,2020,28000000.0,166000,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257061&gubun=K
현대,기아 그랜드 카니발 R 2.2 디젤 GLX 최고급형,2011,4500000.0,94944,디젤,자동,,2199197,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257059&gubun=K
현대,기아 봉고3  킹캡 4WD 장축 럭셔리,2015,15490000.0,43026,디젤,수동,,2497133,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252774&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2025,68500000.0,60,가솔린 하이브리드,자동,,1600245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257090&gubun=K
현대,기아 더 뉴 K5 3세대 1.6 터보 프레스티지,2025,1000000.0,7725,가솔린,자동,,1598180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256662&gubun=K
현대,기아 더 뉴 K8  2.5 시그니처,2024,,25714,가솔린,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256620&gubun=K
현대,기아 더 프레스티지 K7 2.4 프레스티지,2012,8300000.0,115600,가솔린,자동,,2359201,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255899&gubun=K
현대,기아 카니발 4세대  3.5 가솔린 9인승 노블레스,2021,34500000.0,38855,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257104&gubun=K
현대,기아 봉고3  윙바디 탑차 -,2013,10900000.0,106511,디젤,수동,,2497126,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257107&gubun=K
현대,기아 엔터프라이즈 3.0  SL,1997,1500000.0,130000,가솔린,자동,,2945194,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257095&gubun=K
현대,기아 더 뉴 K7  2.4 프레스티지,2015,,123703,가솔린,자동,,2359201,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257077&gubun=K
현대,기아 더 뉴 쏘렌토 4세대  2.5 가솔린 터보 2WD 프레스티지,2025,36000000.0,90,가솔린,자동,,2497281,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255108&gubun=K
현대,기아 카니발 4세대 2.2 디젤 하이리무진,2022,52000000.0,45400,디젤,자동,,2151202,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257065&gubun=K
현대,기아 셀토스 1.6 가솔린 터보 2WD 시그니처,2021,22000000.0,28721,가솔린,자동,,1591177,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257000&gubun=K
현대,기아 뉴 카니발 R 2.2 디젤 GLX 최고급형,2012,5500000.0,106863,디젤,자동,,2199197,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256998&gubun=K
현대,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,2023,37000000.0,57000,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257030&gubun=K
현대,기아 더 뉴 기아 레이 EV  에어,2025,100000.0,6020,전기,자동,,13487,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257016&gubun=K
현대,기아 더 뉴 모하비 3.0 디젤 4WD VIP,2017,9900000.0,233372,디젤,자동,,2959260,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2247882&gubun=K
현대,기아 쏘렌토R 2.7 LPi 2WD TLX 최고급형,2009,5200000.0,159416,LPG,자동,,2656162,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2247131&gubun=K
현대,기아 그랜드 카니발 2.7 LPi GLX 기본형,2008,3300000.0,225709,LPG,자동,,2656161,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2246408&gubun=K
현대,기아 올 뉴 카니발 2.2 디젤 9인승  노블레스,2015,8900000.0,200667,디젤,자동,,2199202,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249989&gubun=K
현대,기아 올 뉴 K7 3.0 LPi 럭셔리,2016,8900000.0,167394,LPG,자동,,2999235,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2251199&gubun=K
현대,기아 올 뉴 카니발 3.3 가솔린 9인승 하이리무진  노블레스,2016,14100000.0,209762,가솔린,자동,,3342280,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253549&gubun=K
현대,기아 더 뉴 봉고3 킹캡  초장축 GLS,2019,12700000.0,49503,디젤,자동,,2497133,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253550&gubun=K
현대,기아 쏘울 1.6 2U 쿨,2008,4600000.0,100419,가솔린,자동,,1591124,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254572&gubun=K
현대,기아 포르테 LPi HEV  최고급형,2010,3700000.0,96641,LPG 하이브리드,자동,,1591114,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254567&gubun=K
현대,기아 더 뉴 봉고3 킹캡 초장축 L,2019,12100000.0,137827,디젤,자동,,2497133,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254576&gubun=K
현대,기아 더 뉴 K5 2.0  럭셔리,2013,6600000.0,134942,가솔린,자동,,1999172,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255987&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 9인승 시그니처,2024,67500000.0,8000,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256250&gubun=K
현대,기아 더 뉴 니로  1.6 HEV 프레스티지,2019,18500000.0,56000,가솔린 하이브리드,자동,,1580105,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256861&gubun=K
현대,기아 더 뉴 기아 레이 1.0 밴 프레스티지 스페셜,2023,11900000.0,31000,가솔린,자동,,99876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256935&gubun=K
현대,기아 모하비 더 마스터 3.0 디젤 4WD 5인승 플래티넘,2021,32000000.0,72815,디젤,자동,,2959260,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256618&gubun=K
현대,기아 카니발 4세대 2.2 디젤 9인승 시그니처,2023,38000000.0,40800,디젤,자동,,2151202,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256919&gubun=K
현대,기아 봉고3  더블캡 초장축 GLX,2015,7500000.0,106000,디젤,수동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256855&gubun=K
현대,기아 올 뉴 쏘렌토  2.0 디젤 2WD 프레스티지,2015,11700000.0,137000,디젤,자동,,1995186,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256859&gubun=K
현대,기아 더 뉴 봉고3  1.2톤 표준캡 GLS,2022,19500000.0,85000,디젤,수동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256856&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 9인승 그래비티,2025,55000000.0,20,가솔린,자동,,3500294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252820&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2025,79000000.0,17,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2247260&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 7인승 하이리무진 시그니처,2025,85000000.0,10,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255807&gubun=K
현대,기아 스팅어  3.3 터보 GT,2017,28200000.0,85000,가솔린,자동,,3342370,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256215&gubun=K
현대,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 그래비티,2024,42000000.0,58000,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256157&gubun=K
현대,기아 올 뉴 쏘렌토 2.0 디젤 4WD  프레스티지,2015,12000000.0,150000,디젤,자동,,1995186,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256672&gubun=K
현대,기아 봉고3 표준캡 장축 GL,2016,11000000.0,161400,디젤,수동,,2497133,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256664&gubun=K
현대,기아 카니발 4세대  3.5 가솔린 9인승 시그니처,2020,25500000.0,138900,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255002&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2026,74640000.0,66,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256058&gubun=K
현대,기아 더 뉴 기아 레이  1.0 스탠다드,2026,17100000.0,22,가솔린,자동,,99876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256477&gubun=K
현대,기아 K5 3세대 1.6 터보  시그니처,2019,19490000.0,116829,가솔린,자동,,1598180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256392&gubun=K
현대,기아 더 뉴 셀토스 1.6 가솔린 터보 2WD  그래비티,2025,1500000.0,4250,가솔린,자동,,1598198,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255703&gubun=K
현대,기아 더 뉴 K8 하이브리드 1.6 터보 HEV  노블레스,2025,2000000.0,5320,가솔린 하이브리드,자동,,1598,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255706&gubun=K
현대,기아 더 뉴 K8 2.5  노블레스,2025,0.0,4860,가솔린,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255717&gubun=K
현대,기아 더 뉴 카니발 4세대 1.6 터보 HEV 9인승  그래비티,2025,1500000.0,6230,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255714&gubun=K
현대,기아 올 뉴 쏘렌토 2.0 디젤 2WD 프레스티지,2014,10000000.0,145000,디젤,자동,,1995186,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256327&gubun=K
현대,기아 더 K9  3.8 AWD 그랜드 플래티넘,2018,36500000.0,90208,가솔린,자동,,3778315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255513&gubun=K
현대,기아 쏘울  1.6 U 고급형,2010,3990000.0,137237,가솔린,자동,,1591124,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256299&gubun=K
현대,기아 타스만 2.5 가솔린 터보 4WD  X-프로,2025,0.0,890,가솔린,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254303&gubun=K
현대,기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  그래비티,2025,2500000.0,5230,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254308&gubun=K
현대,기아 그랜드 카니발 R 2.2 디젤 GLX 최고급형,2013,5800000.0,195000,디젤,자동,,2199197,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252451&gubun=K
현대,기아 스포티지 더 볼드  2.0 가솔린 2WD 인텔리전트,2018,18900000.0,93028,가솔린,자동,,1999152,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256202&gubun=K
현대,기아 니로 EV  노블레스,2021,23000000.0,18000,전기,자동,,180204,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256092&gubun=K
현대,기아 더 뉴 K8 하이브리드 1.6 터보 HEV 노블레스,2025,1000000.0,17835,가솔린 하이브리드,자동,,1598,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256145&gubun=K
현대,기아 스포티지 4세대 2.0 가솔린 2WD 노블레스,2017,14380000.0,79285,가솔린,자동,,1999152,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256120&gubun=K
현대,기아 올 뉴 K7 3.3 리미티드 플러스,2017,14500000.0,64000,가솔린,자동,,3300290,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256078&gubun=K
현대,기아 로체 이노베이션 2.0 LPi LX 최고급형,2008,1700000.0,280000,LPG,자동,,1998141,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256110&gubun=K
현대,기아 봉고3 워크스루밴,2015,8000000.0,104600,디젤,수동,,2497126,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256066&gubun=K
현대,기아 봉고3 EV 윙바디,2022,24000000.0,13359,디젤,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256067&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 9인승 프레스티지,2026,49900000.0,89,가솔린,자동,,1598294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256055&gubun=K
현대,기아 더 뉴 카니발  3.3 가솔린 하이리무진,2019,23500000.0,119000,가솔린,자동,,3342280,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255981&gubun=K
현대,기아 더 뉴 K9  3.8 AWD 베스트 셀렉션 II,2023,49000000.0,75000,가솔린,자동,,3778315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255979&gubun=K
현대,기아 더 K9  3.8 플래티넘Ⅱ,2019,23990000.0,128470,가솔린,자동,,3778315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254800&gubun=K
현대,기아 올 뉴 카니발  3.3 가솔린 7인승 리무진 프레지던트,2017,16900000.0,91559,가솔린,자동,,3342280,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255804&gubun=K
현대,기아 더 뉴 기아 레이  1.0 프레스티지,2024,,12152,가솔린,자동,,99876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255803&gubun=K
현대,기아 카니발 4세대 2.2 디젤 9인승 프레스티지,2023,0.0,34000,디젤,자동,,2151202,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255740&gubun=K
현대,기아 K3 1.6 디젤 프레스티지,2015,5500000.0,135000,디젤,자동,,1582128,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255435&gubun=K
현대,기아 더 뉴 카니발 4세대 3.5 가솔린 7인승 시그니처,2024,47500000.0,52000,가솔린,자동,,1598294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255433&gubun=K
현대,기아 더 뉴 K3 1.6 디젤  트렌디,2016,4800000.0,208000,디젤,자동,,1582136,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255380&gubun=K
현대,기아 포르테  1.6 프레스티지,2011,4990000.0,113468,가솔린,자동,,1591140,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255352&gubun=K
현대,기아 봉고3 냉동 탑차,2014,4100000.0,220163,디젤,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255346&gubun=K
현대,기아 더 뉴 쏘렌토 2.0 디젤 2WD  마스터,2019,,54170,디젤,자동,,1995186,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255185&gubun=K
현대,기아 스포티지R  2.0 디젤 2WD TLX 최고급형,2011,7900000.0,240000,디젤,자동,,1995184,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254885&gubun=K
현대,기아 뉴 카니발 R 2.2 디젤 GLX,2011,3500000.0,267618,디젤,자동,,2199197,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255159&gubun=K
현대,기아 카니발 4세대 3.5 가솔린 9인승 노블레스,2020,5000000.0,65500,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255158&gubun=K
현대,기아 K9 3.3 노블레스,2012,6300000.0,171000,가솔린,자동,,3342300,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255128&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,2025,68000000.0,52,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249924&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,2024,69500000.0,17400,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252058&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2024,56600000.0,29651,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253214&gubun=K
현대,기아 더 뉴 카니발 4세대  2.2 디젤 하이리무진  -,2025,78560000.0,2209,디젤,자동,,2151194,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253215&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2024,64500000.0,6782,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253216&gubun=K
현대,기아 더 뉴 봉고3  내장 탑차 1톤 LPi 플러스형,2025,600000.0,14300,LPG,자동,,2469,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254316&gubun=K
현대,기아 니로  1.6 HEV 프레스티지,2017,,46967,가솔린 하이브리드,자동,,1580141,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254934&gubun=K
현대,기아 봉고3  CRDi 1.2톤 킹캡 초장축 GLX,2017,11900000.0,182164,디젤,수동,,2497133,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254887&gubun=K
현대,기아 레이  1.0 밴 고급형,2016,4800000.0,150000,가솔린,자동,,99878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254863&gubun=K
현대,기아 레이  1.0 밴 기본형,2015,5990000.0,120169,가솔린,자동,,99878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254358&gubun=K
현대,기아 스팅어 마이스터  2.5 터보 플래티넘,2021,24800000.0,105708,가솔린,자동,,2497304,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253318&gubun=K
현대,기아 봉고3  파워게이트 -,2013,7990000.0,221761,디젤,자동,,2497133,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253844&gubun=K
현대,기아 올 뉴 카니발  2.2 디젤 9인승 프레스티지,2015,8190000.0,248506,디젤,자동,,2199202,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253456&gubun=K
현대,기아 더 뉴 레이  1.0 럭셔리,2018,8900000.0,103719,가솔린,자동,,99878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253720&gubun=K
현대,기아 올 뉴 카니발  3.3 가솔린 9인승 하이리무진 노블레스,2016,21500000.0,146829,가솔린,자동,,3342280,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253672&gubun=K
현대,기아 더 K9  3.8 AWD 플래티넘Ⅱ,2020,27500000.0,87000,가솔린,자동,,3778315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2235579&gubun=K
현대,기아 봉고3  특장차 -,2017,12900000.0,323909,디젤,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253568&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,2025,99000000.0,555,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2247357&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,2023,85000000.0,16000,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249896&gubun=K
현대,기아 더 K9  3.8 AWD 베스트 셀렉션Ⅰ,2020,27990000.0,126932,가솔린,자동,,3778315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253390&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,2025,81000000.0,35,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253191&gubun=K
현대,기아 더 뉴 쏘렌토 4세대 하이브리드  1.6 HEV 2WD 프레스티지,2024,36500000.0,65563,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2251870&gubun=K
현대,기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,2023,65900000.0,23880,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2251304&gubun=K
현대,기아 더 뉴 기아 레이  1.0 프레스티지,2024,18900000.0,10600,가솔린,자동,,99876,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252760&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2024,89800000.0,12400,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2250621&gubun=K
현대,기아 더 뉴 카니발 4세대  2.2 디젤 하이리무진  -,2024,65000000.0,15300,디젤,자동,,2151194,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2250732&gubun=K
현대,기아 봉고3  덤프 4WD -,2018,23600000.0,77000,디젤,수동,,2497126,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252630&gubun=K
현대,기아 올 뉴 쏘렌토  2.0 디젤 2WD 프레스티지,2016,13800000.0,96000,디젤,자동,,1995186,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252626&gubun=K
현대,기아 봉고3  킹캡 초장축 럭셔리,2018,11800000.0,124000,디젤,자동,,2497,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252631&gubun=K
현대,기아 올 뉴 쏘렌토  2.0 디젤 4WD 노블레스,2015,,132353,디젤,자동,,1995186,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252591&gubun=K
현대,기아 기타 기타 -,1972,1000000000.0,850000,가솔린,수동,,577,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2250422&gubun=K
현대,기아 더 뉴 스포티지R  2.0 디젤 2WD 노블레스,2014,6500000.0,184773,디젤,자동,,1995184,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252365&gubun=K
현대,기아 카니발 4세대  3.5 가솔린 하이리무진  -,2022,57000000.0,12000,가솔린,자동,,3470294,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249539&gubun=K
현대,기아 K3  1.6 프레스티지,2014,6990000.0,132701,가솔린,자동,,1591140,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252112&gubun=K
현대,기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,2024,0.0,5313,가솔린 하이브리드,자동,,1598245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249156&gubun=K
기아,현대 투싼ix 2.0 디젤 2WD LX20 럭셔리,2011,3990000.0,164003,디젤,자동,,1995184,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249378&gubun=K
기아,현대 뉴 에쿠스 3.8 VS380 모던,2013,4990000.0,218232,가솔린,자동,,3778334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2251169&gubun=K
기아,현대 그랜저HG 240 럭셔리,2012,3590000.0,164758,가솔린,자동,,2359201,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2251364&gubun=K
기아,현대 투스카니  2.0 GTS 고급형,2005,9900000.0,161672,가솔린,수동,,1975143,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2255748&gubun=K
기아,현대 그랜저HG 240 럭셔리,2011,3190000.0,184684,가솔린,자동,,2359201,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252332&gubun=K
기아,현대 싼타페 더스타일 2.0 디젤 2WD MLX 스마트팩,2011,3590000.0,167970,디젤,자동,,1995184,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253118&gubun=K
기아,현대 싼타페CM 2.0 디젤 2WD  MLX 럭셔리,2009,3800000.0,197267,디젤,자동,,1995184,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2257235&gubun=K
기아,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,2025,3000000.0,13000,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2256407&gubun=K
기아,현대 아반떼 N  2.0 터보 -,2022,24900000.0,55276,가솔린,자동,,1998280,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254032&gubun=K
기아,현대 제네시스  BH330 럭셔리,2012,5900000.0,211223,가솔린,자동,,3342300,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254836&gubun=K
기아,현대 더 뉴 벨로스터  1.6 터보 D 스펙,2016,7900000.0,165979,가솔린,자동,,1591204,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252556&gubun=K
기아,현대 아반떼MD  1.6 M16 에비뉴,2013,4900000.0,165931,가솔린,자동,,1591140,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2252752&gubun=K
기아,현대 더 뉴 아반떼  1.6 모던,2013,4900000.0,139621,가솔린,자동,,1591140,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253055&gubun=K
기아,현대 베라크루즈 3.0 디젤 2WD X 디럭스,2011,5490000.0,145095,디젤,자동,,2959245,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2254593&gubun=K
기아,현대 더 뉴 싼타페 하이브리드 1.6 터보 HEV 2WD 캘리그래피 6인승,2024,3000000.0,1500,가솔린 하이브리드,자동,,1598230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2229590&gubun=K
기아,현대 더 뉴 그랜저 하이브리드 2.4 HEV  프리미엄,2023,3000000.0,26208,가솔린 하이브리드,자동,,1598200,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2234192&gubun=K
기아,현대 디 올 뉴 투싼 1.6 가솔린 터보 2WD  인스퍼레이션,2022,2000000.0,21906,가솔린 하이브리드,자동,,1598180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2234194&gubun=K
기아,현대 더 뉴 아반떼 1.6  모던,2024,3000000.0,1670,가솔린,자동,,1598123,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2248963&gubun=K
기아,현대 디 올 뉴 팰리세이드 2.5 가솔린 터보 HEV 4WD 9인승  프레스티지,2025,1000000.0,3855,가솔린 하이브리드,자동,,2497334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2249302&gubun=K
기아,현대 아반떼 N 2.0 터보,2025,3000000.0,6000,가솔린,자동,,1998280,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2250239&gubun=K
기아,현대 디 올 뉴 그랜저 2.5 2WD  익스클루시브,2025,2000000.0,1200,가솔린,자동,,2497198,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2253465&gubun=K
