origin,maker_code,model_code,generation_code,grade_code,grade_name,grade_volume,term_code,term_name,term_volume
K,49,5,2757,18081,2.5 2WD,11,39552.0,프리미엄,3.0
K,49,5,2757,18081,2.5 2WD,11,39553.0,익스클루시브,2.0
K,49,5,2757,18081,2.5 2WD,11,41161.0,아너스,1.0
K,49,5,2757,18081,2.5 2WD,11,39554.0,캘리그래피,5.0
K,49,5,2757,18081,2.5 2WD,11,41162.0,캘리그래피(블랙익스테리어),0.0
K,49,5,2757,18081,2.5 2WD,11,41163.0,캘리그래피(블랙잉크),0.0
K,49,5,2757,18082,3.5 2WD,1,39555.0,프리미엄,0.0
K,49,5,2757,18082,3.5 2WD,1,39556.0,익스클루시브,0.0
K,49,5,2757,18082,3.5 2WD,1,41164.0,아너스,0.0
K,49,5,2757,18082,3.5 2WD,1,39557.0,캘리그래피,1.0
K,49,5,2757,18082,3.5 2WD,1,41165.0,캘리그래피 (블랙익스테리어),0.0
K,49,5,2757,18082,3.5 2WD,1,41166.0,캘리그래피 (블랙잉크),0.0
K,49,5,2757,18083,3.5 4WD,0,,,
K,49,5,2757,18084,3.5 LPG 2WD,2,39561.0,프리미엄,1.0
K,49,5,2757,18084,3.5 LPG 2WD,2,39562.0,익스클루시브,1.0
K,49,5,2757,18085,3.5 LPG 2WD (장애인용),0,,,
K,49,5,2757,18086,3.5 LPG 2WD (택시형),0,,,
K,49,5,2758,18087,1.6 터보 HEV,9,39566.0,프리미엄,2.0
K,49,5,2758,18087,1.6 터보 HEV,9,39567.0,익스클루시브,2.0
K,49,5,2758,18087,1.6 터보 HEV,9,41158.0,아너스,0.0
K,49,5,2758,18087,1.6 터보 HEV,9,39568.0,캘리그래피,5.0
K,49,5,2758,18087,1.6 터보 HEV,9,41159.0,캘리그래피(블랙익스테리어),0.0
K,49,5,2758,18087,1.6 터보 HEV,9,41160.0,캘리그래피(블랙잉크),0.0
K,49,5,2107,14347,2.5,20,31995.0,프리미엄,2.0
K,49,5,2107,14347,2.5,20,31996.0,프리미엄 초이스,2.0
K,49,5,2107,14347,2.5,20,34466.0,르블랑,4.0
K,49,5,2107,14347,2.5,20,31997.0,익스클루시브,4.0
K,49,5,2107,14347,2.5,20,31998.0,캘리그래피,8.0
K,49,5,2107,14348,3.3,1,31999.0,프리미엄,0.0
K,49,5,2107,14348,3.3,1,32000.0,프리미엄 초이스,0.0
K,49,5,2107,14348,3.3,1,34467.0,르블랑,0.0
K,49,5,2107,14348,3.3,1,32001.0,익스클루시브,0.0
K,49,5,2107,14348,3.3,1,32002.0,캘리그래피,1.0
K,49,5,2107,14349,3.0 LPi,0,,,
K,49,5,2107,14350,3.0 LPi (장애인용),1,32006.0,프리미엄 플러스,1.0
K,49,5,2107,14350,3.0 LPi (장애인용),1,32007.0,익스클루시브 플러스,0.0
K,49,5,2107,14351,3.0 LPi (렌터카용),0,,,
K,49,5,2107,15861,3.0 LPi (택시형),0,,,
K,49,5,2108,14352,2.4 HEV,8,32011.0,프리미엄,1.0
K,49,5,2108,14352,2.4 HEV,8,33372.0,프리미엄 초이스,0.0
K,49,5,2108,14352,2.4 HEV,8,34468.0,르블랑,2.0
K,49,5,2108,14352,2.4 HEV,8,32012.0,익스클루시브,1.0
K,49,5,2108,14352,2.4 HEV,8,32013.0,캘리그래피,4.0
K,49,5,1779,12889,2.2 디젤,0,,,
K,49,5,1779,12887,2.4,2,27917.0,모던,0.0
K,49,5,1779,12887,2.4,2,27918.0,프리미엄,2.0
K,49,5,1779,12887,2.4,2,27919.0,프리미엄 스페셜,0.0
K,49,5,1779,12887,2.4,2,30963.0,익스클루시브 스페셜,0.0
K,49,5,1779,12887,2.4,2,36773.0,모던 베이직  IG (렌터카),0.0
K,49,5,1779,12888,3.0,0,,,
K,49,5,1779,13507,3.3,0,,,
K,49,5,1779,18811,3.5 아제라(수출형),0,,,
K,49,5,1779,12890,3.0 LPi,2,27925.0,모던,2.0
K,49,5,1779,12890,3.0 LPi,2,27926.0,익스클루시브,0.0
K,49,5,1779,12890,3.0 LPi,2,27927.0,익스클루시브 스페셜,0.0
K,49,5,1779,16806,3.0 LPi (장애인용),0,,,
K,49,5,1779,16804,3.0 LPi (렌터카용),0,,,
K,49,5,1779,16805,3.0 LPi (택시형),0,,,
K,49,5,1823,13323,2.4 HEV,0,,,
K,49,5,1332,11896,220 디젤,1,25356.0,모던,0.0
K,49,5,1332,11896,220 디젤,1,29846.0,모던 컬렉션,0.0
K,49,5,1332,11896,220 디젤,1,25357.0,프리미엄,1.0
K,49,5,1332,11896,220 디젤,1,29845.0,프리미엄 컬렉션,0.0
K,49,5,1332,10037,240,14,21717.0,럭셔리,9.0
K,49,5,1332,10037,240,14,24485.0,모던,5.0
K,49,5,1332,10037,240,14,28086.0,모던 컬렉션,0.0
K,49,5,1332,10037,240,14,27028.0,스페셜,0.0
K,49,5,1332,10037,240,14,41352.0,아제라(수출형),0.0
K,49,5,1332,10038,300,2,21719.0,프라임,1.0
K,49,5,1332,10038,300,2,21718.0,노블,0.0
K,49,5,1332,10038,300,2,21720.0,로얄,0.0
K,49,5,1332,10038,300,2,24651.0,프리미엄,0.0
K,49,5,1332,10038,300,2,29847.0,프리미엄 컬렉션,0.0
K,49,5,1332,10038,300,2,24649.0,익스클루시브,1.0
K,49,5,1332,10038,300,2,25457.0,익스클루시브 스페셜,0.0
K,49,5,1332,10038,300,2,29844.0,익스클루시브 컬렉션,0.0
K,49,5,1332,10038,300,2,29848.0,더 타임리스,0.0
K,49,5,1332,10038,300,2,41354.0,아제라(수출형),0.0
K,49,5,1332,12743,300 구조변경 (가솔린),0,,,
K,49,5,1332,10614,330,0,,,
K,49,5,1332,10742,300 LPi,4,22950.0,프라임,0.0
K,49,5,1332,10742,300 LPi,4,22951.0,이그제큐티브,0.0
K,49,5,1332,10742,300 LPi,4,25047.0,모던,2.0
K,49,5,1332,10742,300 LPi,4,24698.0,프리미엄,1.0
K,49,5,1332,10742,300 LPi,4,27011.0,익스클루시브,1.0
K,49,5,1332,16072,300 LPi (장애인용),0,,,
K,49,5,1332,15967,300 LPi (택시형),0,,,
K,49,5,1593,11766,2.4 HEV,0,,,
K,49,5,1193,6381,Q240,0,,,
K,49,5,1193,6382,Q270,1,12976.0,디럭스,0.0
K,49,5,1193,6382,Q270,1,12977.0,럭셔리,1.0
K,49,5,1193,6382,Q270,1,12979.0,럭셔리 스마트팩,0.0
K,49,5,1193,6382,Q270,1,13996.0,럭셔리 알칸타라팩,0.0
K,49,5,1193,6382,Q270,1,12980.0,프리미어,0.0
K,49,5,1193,6382,Q270,1,12981.0,프리미어 스마트팩,0.0
K,49,5,1193,6382,Q270,1,13997.0,프리미어 알칸타라팩,0.0
K,49,5,1193,6382,Q270,1,14860.0,24주년 스페셜에디션 럭셔리I,0.0
K,49,5,1193,6382,Q270,1,23029.0,24주년 스페셜에디션 럭셔리II,0.0
K,49,5,1193,6382,Q270,1,23028.0,탑,0.0
K,49,5,1193,6383,L330,0,,,
K,49,5,1193,15971,3.8 아제라 (수출형),0,,,
K,49,5,1193,8638,Q270 LPi,0,,,
K,49,5,1193,16073,Q270 LPi (장애인용),0,,,
K,49,5,1444,10771,Q240,0,,,
K,49,5,1444,10772,Q270,0,,,
K,49,5,1444,10773,L330,0,,,
K,49,5,1444,15975,3.8 아제라(수출형),0,,,
K,49,5,1444,10774,Q270 LPi,0,,,
K,49,5,1444,16074,Q270 LPi (장애인용),0,,,
K,49,5,740,5207,Q240,0,,,
K,49,5,740,5206,Q270,2,8134.0,기본형,0.0
K,49,5,740,5206,Q270,2,8133.0,기본형 플러스팩,0.0
K,49,5,740,5206,Q270,2,8131.0,디럭스,1.0
K,49,5,740,5206,Q270,2,8157.0,디럭스 모젠팩,0.0
K,49,5,740,5206,Q270,2,8130.0,럭셔리,0.0
K,49,5,740,5206,Q270,2,8129.0,럭셔리 스마트팩,0.0
K,49,5,740,5206,Q270,2,8154.0,럭셔리 모젠팩,0.0
K,49,5,740,5206,Q270,2,8153.0,럭셔리 모젠 스마트팩,0.0
K,49,5,740,5206,Q270,2,8128.0,프리미어,0.0
K,49,5,740,5206,Q270,2,8127.0,프리미어 스마트팩,0.0
K,49,5,740,5206,Q270,2,8150.0,프리미어 모젠팩,0.0
K,49,5,740,5206,Q270,2,8145.0,프리미어 모젠 스마트팩,0.0
K,49,5,740,5206,Q270,2,11347.0,프리미어 40주년 스페셜 팩,0.0
K,49,5,740,5206,Q270,2,41362.0,아제라(수출형),1.0
K,49,5,740,5203,L330,0,,,
K,49,5,740,5201,S380,0,,,
K,49,5,740,15979,Q270 LPi (장애인용),0,,,
K,49,5,740,18814,Q270 LPi (렌터카용),0,,,
K,49,5,740,7201,Q270 LPi (택시형),0,,,
K,49,5,392,5226,2.0,0,,,
K,49,5,392,5224,2.5,0,,,
K,49,5,392,5222,3.0,0,,,
K,49,5,392,15981,3.5 아제라(수출형),0,,,
K,49,5,392,18819,2.7 LPG,0,,,
K,49,5,392,18817,2.7 LPG (장애인용),0,,,
K,49,5,392,18815,2.7 LPG (렌터카용),0,,,
K,49,5,392,18816,2.7 LPG (택시형),0,,,
K,49,5,393,5245,2.0,0,,,
K,49,5,393,5243,2.5,0,,,
K,49,5,393,5241,3.0,0,,,
K,49,5,393,5246,2.7 LPG,0,,,
K,49,5,394,5307,2.0,1,21748.0,DOHC,0.0
K,49,5,394,5307,2.0,1,8271.0,디럭스,1.0
K,49,5,394,5307,2.0,1,8276.0,엑시모,0.0
K,49,5,394,5307,2.0,1,8258.0,이그제큐티브,0.0
K,49,5,394,5310,2.4,0,,,
K,49,5,394,5311,2.5,0,,,
K,49,5,394,10784,3.0,0,,,
K,49,5,394,5312,3.5,0,,,
K,49,5,395,5265,2.0,0,,,
K,49,5,395,5266,2.4,0,,,
K,49,5,395,5268,3.0,0,,,
K,49,17,1888,13634,2.5 디젤 어반 9인승 2WD,0,,,
K,49,17,1888,13635,2.5 디젤 어반 9인승 4WD,0,,,
K,49,17,1888,13632,2.5 디젤 왜건 11인승 2WD,0,,,
K,49,17,1888,13636,2.5 디젤 왜건 11인승 4WD,0,,,
K,49,17,1888,13633,2.5 디젤 왜건 12인승 2WD,0,,,
K,49,17,1888,13637,2.5 디젤 왜건 12인승 4WD,0,,,
K,49,17,1888,13767,2.5 디젤 리무진 6인승 2WD,0,,,
K,49,17,1888,16066,2.5 디젤 리무진 6인승 4WD,0,,,
K,49,17,1888,13768,2.5 디젤 리무진 9인승 2WD,0,,,
K,49,17,1888,16067,2.5 디젤 리무진 9인승 4WD,0,,,
K,49,17,1888,13638,2.5 디젤 밴 3인승,1,30320.0,스타일,0.0
K,49,17,1888,13638,2.5 디젤 밴 3인승,1,30321.0,스마트,1.0
K,49,17,1888,13639,2.5 디젤 밴 5인승,1,30313.0,스타일,0.0
K,49,17,1888,13639,2.5 디젤 밴 5인승,1,30315.0,스마트,0.0
K,49,17,1888,13639,2.5 디젤 밴 5인승,1,30316.0,모던,1.0
K,49,17,1888,16069,2.5 디젤 어린이보호차 12인승,1,35213.0,2WD,1.0
K,49,17,1888,16069,2.5 디젤 어린이보호차 12인승,1,35214.0,4WD,0.0
K,49,17,1888,16068,2.5 디젤 어린이버스 15인승,1,35211.0,2WD,1.0
K,49,17,1888,16068,2.5 디젤 어린이버스 15인승,1,35212.0,4WD,0.0
K,49,17,1888,13640,2.4 LPi 밴 3인승,0,,,
K,49,17,1888,13641,2.4 LPi 밴 5인승,0,,,
K,49,17,1888,16070,2.4 LPi 12인승,0,,,
K,49,17,1888,18485,2.4 LPi 캠핑카,1,,,
K,49,17,1888,13747,2.5 디젤 캠핑카,11,30607.0,2WD,8.0
K,49,17,1888,13747,2.5 디젤 캠핑카,11,30608.0,4WD,3.0
K,49,17,1888,13848,2.4 LPi 어린이보호차,1,30911.0,12인승,0.0
K,49,17,1888,13848,2.4 LPi 어린이보호차,1,30912.0,15인승,1.0
K,49,17,1888,13748,2.5 디젤 하이루프,0,,,
K,49,17,1888,15383,2.5 디젤 휠체어리프트/슬로프,0,,,
K,49,17,1888,16071,2.5 디젤 특수구급차,0,,,
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,7797.0,CVX 밸류,0.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,7798.0,CVX 디럭스,1.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,7810.0,CVX 럭셔리,2.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,7809.0,CVX 프리미엄,0.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,27046.0,기본형,0.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,27047.0,스마트,1.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,27048.0,스마트 스페셜,1.0
K,49,17,887,4846,2.5 디젤 밴 3인승 2WD,5,30791.0,모던,0.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,7799.0,CVX 밸류,0.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,7801.0,CVX 디럭스,4.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,7804.0,CVX 럭셔리,4.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,7817.0,CVX 프리미엄,3.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,27049.0,기본형,0.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,27050.0,스마트,2.0
K,49,17,887,4847,2.5 디젤 밴 5인승 2WD,13,27051.0,모던,0.0
K,49,17,887,4849,2.5 디젤 왜건 11인승 2WD,0,,,
K,49,17,887,11796,2.5 디젤 왜건 11인승 4WD,0,,,
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,7806.0,CVX 밸류,0.0
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,7815.0,CVX 디럭스,0.0
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,7823.0,CVX 럭셔리,0.0
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,7829.0,CVX 프리미엄,0.0
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,26664.0,스마트,2.0
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,26665.0,모던,0.0
K,49,17,887,4848,2.5 디젤 왜건 12인승 2WD,2,26666.0,모던 스페셜,0.0
K,49,17,887,11797,2.5 디젤 왜건 12인승 4WD,0,,,
K,49,17,887,10504,2.4 LPi 밴 3인승,2,35321.0,CVX 밸류,0.0
K,49,17,887,10504,2.4 LPi 밴 3인승,2,22571.0,CVX 디럭스,1.0
K,49,17,887,10504,2.4 LPi 밴 3인승,2,23021.0,CVX 럭셔리,1.0
K,49,17,887,10504,2.4 LPi 밴 3인승,2,35320.0,CVX 프리미엄,0.0
K,49,17,887,10504,2.4 LPi 밴 3인승,2,35322.0,스마트,0.0
K,49,17,887,16093,2.4 LPi 밴 5인승,0,,,
K,49,17,887,16094,2.4 LPi 왜건 12인승,0,,,
K,49,17,887,10675,리무진,0,,,
K,49,17,887,10676,캠핑카,22,,,
K,49,17,887,10199,어린이보호차,6,22021.0,디젤 12인승 2WD,4.0
K,49,17,887,10199,어린이보호차,6,35311.0,디젤 12인승 4WD,1.0
K,49,17,887,10199,어린이보호차,6,35312.0,LPi 12인승 2WD,0.0
K,49,17,887,10199,어린이보호차,6,39763.0,디젤 15인승,1.0
K,49,17,887,11855,어린이버스,1,25288.0,디젤 15인승 2WD CVX 럭셔리,0.0
K,49,17,887,11855,어린이버스,1,35313.0,디젤 15인승 4WD CVX 럭셔리,0.0
K,49,17,887,11855,어린이버스,1,35314.0,LPi 15인승 2WD 스마트,1.0
K,49,17,887,13960,휠체어리프트/슬로프,0,,,
K,49,17,887,10383,냉동차량,0,,,
K,49,17,887,7133,특장차,0,,,
K,49,17,887,10965,앰뷸런스,0,,,
K,49,17,887,10820,복지차,0,,,
K,49,17,698,1468,2.5 디젤 CRDi 7인승 2WD,0,,,
K,49,17,698,1469,2.5 디젤 CRDi 7인승 4WD,0,,,
K,49,17,698,1464,2.5 디젤 CRDi 9인승 2WD,0,,,
K,49,17,698,1466,2.5 디젤 CRDi 9인승 4WD,0,,,
K,49,17,698,1487,2.5 디젤 CRDi 윈도우밴 3인승 2WD,0,,,
K,49,17,698,1486,2.5 디젤 CRDi 판넬밴 3인승 2WD,0,,,
K,49,17,698,1463,2.5 디젤 TCi 7인승 2WD,0,,,
K,49,17,698,1448,2.5 디젤 TCi 9인승 2WD,0,,,
K,49,17,698,1485,2.5 디젤 TCi 윈도우밴 3인승 2WD,0,,,
K,49,17,698,1484,2.5 디젤 TCi 판넬밴 3인승 2WD,0,,,
K,49,17,698,1478,점보 2.5 디젤 CRDi 9인승 2WD,0,,,
K,49,17,698,1481,점보 2.5 디젤 CRDi 11인승 2WD,0,,,
K,49,17,698,1483,점보 2.5 디젤 CRDi 12인승 2WD,0,,,
K,49,17,698,1497,점보 2.5 디젤 CRDi 윈도우밴 3인승 2WD,0,,,
K,49,17,698,1503,점보 2.5 디젤 CRDi 윈도우밴 6인승 2WD,0,,,
K,49,17,698,1496,점보 2.5 디젤 CRDi 판넬밴 3인승 2WD,0,,,
K,49,17,698,1502,점보 2.5 디젤 CRDi 판넬밴 6인승 2WD,0,,,
K,49,17,698,1471,점보 2.5 디젤 TCi 9인승 2WD,0,,,
K,49,17,698,1473,점보 2.5 디젤 TCi 11인승 2WD,0,,,
K,49,17,698,1476,점보 2.5 디젤 TCi 12인승 2WD,0,,,
K,49,17,698,1492,점보 2.5 디젤 TCi 윈도우밴 3인승 2WD,0,,,
K,49,17,698,1495,점보 2.5 디젤 TCi 윈도우밴 3인승 2WD,0,,,
K,49,17,698,1499,점보 2.5 디젤 TCi 윈도우밴 6인승 2WD,0,,,
K,49,17,698,1501,점보 2.5 디젤 TCi 윈도우밴 6인승 2WD,0,,,
K,49,17,698,1488,점보 2.5 디젤 TCi 판넬밴 3인승 2WD,0,,,
K,49,17,698,1494,점보 2.5 디젤 TCi 판넬밴 3인승 2WD,0,,,
K,49,17,698,1498,점보 2.5 디젤 TCi 판넬밴 6인승 2WD,0,,,
K,49,17,698,1500,점보 2.5 디젤 TCi 판넬밴 6인승 2WD,0,,,
K,49,17,698,1507,점보 리무진 2.5 디젤 CRDi 2WD,0,,,
K,49,17,698,12298,휠체어 리프트,0,,,
K,49,17,698,1504,냉동차,0,,,
K,49,17,698,1509,엠뷸런스,0,,,
K,49,17,698,13622,캠핑카,1,,,
K,49,17,407,5216,2.4 가솔린 7인승 2WD,0,,,
K,49,17,407,7353,2.4 가솔린 7인승 4WD,0,,,
K,49,17,407,5214,2.4 가솔린 9인승 2WD,0,,,
K,49,17,407,7335,2.4 가솔린 9인승 4WD,0,,,
K,49,17,407,16078,2.5 디젤 CRDi 11인승,0,,,
K,49,17,407,16079,2.5 디젤 CRDi 12인승,0,,,
K,49,17,407,5334,2.5 디젤 CRDi 7인승 2WD,0,,,
K,49,17,407,5335,2.5 디젤 CRDi 7인승 4WD,0,,,
K,49,17,407,5338,2.5 디젤 CRDi 9인승 2WD,0,,,
K,49,17,407,5341,2.5 디젤 CRDi 9인승 4WD,0,,,
K,49,17,407,5262,2.5 디젤 TCi 7인승 4WD,0,,,
K,49,17,407,5270,2.5 디젤 TCi 9인승 2WD,0,,,
K,49,17,407,5263,2.5 디젤 TCi 9인승 4WD,0,,,
K,49,17,407,5285,2.6 디젤 TCi 6인승 윈도우밴,0,,,
K,49,17,407,5288,2.6 디젤 TCi 6인승 판넬밴,0,,,
K,49,17,407,5219,2.6 디젤 TCi 9인승,0,,,
K,49,17,407,5273,3.0 LPG 9인승 2WD,0,,,
K,49,17,407,5412,점보 2.5 디젤 CRDi 3인승 판넬밴,0,,,
K,49,17,407,5122,점보 2.5 디젤 CRDi 9인승,0,,,
K,49,17,407,5269,점보 2.5 디젤 TCi 9인승,0,,,
K,49,17,407,1333,점보 2.5 디젤 TCi 11인승,0,,,
K,49,17,407,5399,점보 2.5 디젤 TCi 12인승,0,,,
K,49,17,407,5783,점보 2.5 디젤 TCi 3인승 윈도우밴,0,,,
K,49,17,407,5279,점보 2.5 디젤 TCi 3인승 판넬밴,0,,,
K,49,17,407,6103,점보 2.5 디젤 TCi 6인승 윈도우밴,0,,,
K,49,17,407,5296,점보 2.5 디젤 TCi 6인승 판넬밴,0,,,
K,49,17,407,5305,점보 3.0 LPG 11인승,0,,,
K,49,17,407,5289,점보 3.0 LPG 12인승,0,,,
K,49,17,407,5278,점보 3.0 LPG 3인승 윈도우밴,0,,,
K,49,17,407,5277,점보 3.0 LPG 3인승 판넬밴,0,,,
K,49,17,407,6112,점보 3.0 LPG 6인승,0,,,
K,49,17,407,5283,점보 3.0 LPG 6인승 윈도우밴,0,,,
K,49,17,407,5281,점보 3.0 LPG 6인승 판넬밴,0,,,
K,49,17,407,5321,점보 3.0 LPG 9인승,0,,,
K,49,17,407,13621,캠핑카,1,,,
K,49,17,407,7364,휠체어 리프트 9인승,0,,,
K,49,17,407,10210,냉동차,0,,,
K,49,17,407,7333,리무진,0,,,
K,49,17,407,7338,엠뷸런스,0,,,
K,49,42,633,11511,CRDi 일반캡,0,,,
K,49,42,633,16641,CRDi 일반캡 4WD,0,,,
K,49,42,633,11335,CRDi 더블캡,5,36373.0,장축 SUP 고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36371.0,장축 SUP 기본형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36372.0,장축 SUP 일반형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36375.0,장축 하이-SUP 고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36374.0,장축 하이-SUP 기본형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36376.0,장축 하이-SUP 최고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,39792.0,장축 스마트,0.0
K,49,42,633,11335,CRDi 더블캡,5,24119.0,초장축 SUP 고급형,3.0
K,49,42,633,11335,CRDi 더블캡,5,24118.0,초장축 SUP 기본형,1.0
K,49,42,633,11335,CRDi 더블캡,5,36361.0,초장축 SUP 일반형,0.0
K,49,42,633,11335,CRDi 더블캡,5,24120.0,초장축 SUP 최고급형,1.0
K,49,42,633,11335,CRDi 더블캡,5,36369.0,초장축 골드 고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36368.0,초장축 골드 기본형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36370.0,초장축 골드 최고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36367.0,초장축 디럭스 고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36365.0,초장축 디럭스 기본형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36366.0,초장축 디럭스 일반형,0.0
K,49,42,633,11335,CRDi 더블캡,5,33375.0,초장축 플러스,0.0
K,49,42,633,11335,CRDi 더블캡,5,38835.0,초장축 플러스 팩,0.0
K,49,42,633,11335,CRDi 더블캡,5,36363.0,초장축 하이-SUP 고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36362.0,초장축 하이-SUP 기본형,0.0
K,49,42,633,11335,CRDi 더블캡,5,36364.0,초장축 하이-SUP 최고급형,0.0
K,49,42,633,11335,CRDi 더블캡,5,39788.0,초장축 스타일,0.0
K,49,42,633,11335,CRDi 더블캡,5,39789.0,초장축 스마트,0.0
K,49,42,633,11335,CRDi 더블캡,5,39790.0,초장축 모던,0.0
K,49,42,633,11335,CRDi 더블캡,5,39791.0,초장축 프리미엄,0.0
K,49,42,633,16644,CRDi 더블캡 4WD,0,,,
K,49,42,633,16647,CRDi 슈퍼캡,8,39777.0,기본형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39778.0,고급형,3.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39779.0,최고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36395.0,초장축 SUP 일반형,1.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36396.0,초장축 하이-SUP 기본형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36397.0,초장축 하이-SUP 고급형,1.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36398.0,초장축 하이-SUP 최고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36399.0,초장축 디럭스 기본형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36400.0,초장축 디럭스 일반형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36401.0,초장축 디럭스 고급형,1.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36402.0,초장축 골드 기본형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36403.0,초장축 골드 고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36404.0,초장축 골드 최고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,38836.0,초장축 스타일,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39208.0,초장축 스마트,2.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39209.0,초장축 모던,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39210.0,초장축 프리미엄,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36405.0,초장축 플러스,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,38834.0,초장축 플러스 팩,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36406.0,장축 SUP 기본형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36407.0,장축 SUP 일반형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36408.0,장축 SUP 고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36409.0,장축 SUP 최고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36410.0,장축 하이-SUP 기본형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36411.0,장축 하이-SUP 고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36412.0,장축 하이-SUP 최고급형,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,36413.0,장축 골드,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39211.0,장축 스마트,0.0
K,49,42,633,16647,CRDi 슈퍼캡,8,39212.0,장축 모던,0.0
K,49,42,633,16648,CRDi 슈퍼캡 4WD,0,,,
K,49,42,633,18471,LPG 슈퍼캡,4,40492.0,초장축 스타일,0.0
K,49,42,633,18471,LPG 슈퍼캡,4,40493.0,초장축 스마트,1.0
K,49,42,633,18471,LPG 슈퍼캡,4,40494.0,초장축 모던,0.0
K,49,42,633,18471,LPG 슈퍼캡,4,40495.0,초장축 프리미엄,3.0
K,49,42,633,18460,LPG 더블캡,0,,,
K,49,42,633,6248,TCi 더블캡,0,,,
K,49,42,633,6238,TCi 슈퍼캡,0,,,
K,49,42,633,6263,TCi 일반캡,1,21559.0,장축 SUP 기본형,0.0
K,49,42,633,6263,TCi 일반캡,1,12705.0,장축 SUP 일반형,1.0
K,49,42,633,6263,TCi 일반캡,1,21560.0,장축 SUP 고급형,0.0
K,49,42,633,6263,TCi 일반캡,1,12711.0,초장축 SUP 기본형,0.0
K,49,42,633,6263,TCi 일반캡,1,12667.0,초장축 SUP 일반형,0.0
K,49,42,633,6263,TCi 일반캡,1,12668.0,초장축 SUP 고급형,0.0
K,49,42,633,6263,TCi 일반캡,1,21568.0,초장축 SUP 최고급형,0.0
K,49,42,633,6263,TCi 일반캡,1,12721.0,초장축 하이-SUP 기본형,0.0
K,49,42,633,6263,TCi 일반캡,1,21569.0,초장축 하이-SUP 고급형,0.0
K,49,42,633,6263,TCi 일반캡,1,12672.0,초장축 하이-SUP 최고급형,0.0
K,49,42,633,6263,TCi 일반캡,1,36350.0,초장축 디럭스 기본형,0.0
